"УИК №3701"	"УИК №3702"	"УИК №3703"	"УИК №3704"	"УИК №3705"	"УИК №3706"	"УИК №3707"	"УИК №3708"	"УИК №3709"	"УИК №3710"	"УИК №3711"	"УИК №3712"	"УИК №3713"	"УИК №3714"	"УИК №3715"	"УИК №3716"	"УИК №3717"	"УИК №3718"	"УИК №3719"	"УИК №3720"	"УИК №3721"	"УИК №3722"	"УИК №3723"	"УИК №3724"	"УИК №3725"	"УИК №3726"	"УИК №3727"	"УИК №3728"	"УИК №3729"	"УИК №3730"	"УИК №3731"	
433	487	237	152	863	1176	134	425	215	110	1026	688	950	119	823	578	233	296	100	457	197	690	298	309	279	1211	1596	872	49	90	1046	
440	490	250	160	900	1220	145	435	235	112	1070	700	980	120	860	610	245	306	95	490	210	730	320	320	290	1220	1600	900	57	90	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
281	339	158	93	532	592	79	283	116	59	383	464	438	79	490	368	153	207	74	316	139	445	177	182	168	788	720	468	41	53	511	
67	88	32	33	128	178	21	53	35	32	221	127	143	16	120	104	33	46	11	74	23	127	63	43	50	201	102	133	8	31	111	
92	63	60	34	240	450	45	99	84	21	466	109	399	25	250	138	59	53	10	100	48	158	80	95	72	231	778	299	8	6	378	
67	88	32	33	128	178	21	53	35	32	221	127	143	16	120	104	33	46	11	74	23	127	63	43	50	201	102	133	8	31	111	
281	339	158	93	532	592	79	283	116	59	383	464	438	79	490	368	153	207	74	316	139	445	177	182	168	788	720	468	41	53	511	
2	3	0	1	7	10	0	0	2	0	5	1	5	0	7	1	0	1	1	7	0	4	2	1	1	13	7	5	1	0	7	
346	424	190	125	653	760	100	336	149	91	599	590	576	95	603	471	186	252	84	383	162	568	238	224	217	976	815	596	48	84	615	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	5	0	0	3	3	1	2	0	0	1	1	4	0	1	3	1	2	0	0	1	3	1	1	1	8	1	2	0	0	6	
37	35	40	15	60	74	14	12	7	8	54	22	75	5	80	39	18	16	1	12	16	66	24	10	2	144	158	149	0	6	107	
34	22	21	5	19	55	8	10	9	5	25	19	23	3	39	20	1	18	2	4	11	19	11	10	2	41	38	31	3	4	27	
269	358	124	104	563	613	77	308	131	75	514	545	469	87	467	403	165	210	81	367	134	474	197	203	207	759	599	406	45	71	463	
1	0	1	0	1	5	0	2	0	1	2	0	1	0	4	1	0	1	0	0	0	5	1	0	0	12	5	5	0	0	3	
3	3	2	1	4	6	0	0	2	2	1	2	2	0	9	1	1	2	0	0	0	1	3	0	2	6	7	2	0	3	1	
0	1	2	0	2	4	0	1	0	0	1	0	0	0	3	1	0	1	0	0	0	0	1	0	3	3	6	1	0	0	4	
1	0	0	0	1	0	0	1	0	0	1	1	2	0	0	3	0	2	0	0	0	0	0	0	0	3	1	0	0	0	4	
