"УИК №2980"	"УИК №2981"	"УИК №2982"	"УИК №2983"	"УИК №2984"	"УИК №2985"	"УИК №2986"	"УИК №2987"	"УИК №2988"	"УИК №2989"	"УИК №2990"	"УИК №2991"	"УИК №2992"	"УИК №2993"	"УИК №2994"	"УИК №2995"	"УИК №2996"	"УИК №2997"	"УИК №2998"	"УИК №2999"	"УИК №3000"	"УИК №3001"	"УИК №3002"	"УИК №3003"	"УИК №3004"	"УИК №3005"	"УИК №3006"	"УИК №3007"	"УИК №3008"	"УИК №3009"	"УИК №3010"	"УИК №3011"	"УИК №3012"	"УИК №3013"	"УИК №3014"	"УИК №3015"	"УИК №3016"	"УИК №3017"	"УИК №3018"	"УИК №3019"	
2438	2233	2330	2195	2239	2220	2254	2685	2803	1557	2656	1873	2701	2087	2421	2431	2337	2449	2028	2429	2388	2368	1865	2410	2351	2294	2320	2282	2172	2419	2266	2103	2698	2282	2276	2277	2354	2470	2560	504	
2000	2000	2000	2000	1800	2000	2000	2100	2100	1400	2500	1700	2000	1800	2000	2000	2000	2000	1800	2000	2000	2000	1700	2000	2000	2000	1800	2000	2000	2100	2000	1800	2000	2000	2000	2000	2100	2100	2100	550	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1366	1186	1287	1251	1387	1188	1179	1553	1627	1095	1402	1011	1478	1165	1410	1390	1357	1362	1138	1369	1337	1309	1042	1379	1275	1239	1245	1301	1226	1409	1269	1157	1428	1272	1283	1263	1231	1487	1463	342	
63	57	61	53	16	59	49	44	50	7	52	26	38	33	59	51	44	58	42	50	56	44	41	43	43	60	49	52	36	63	54	48	44	54	51	0	47	50	54	88	
571	757	652	696	397	753	772	503	423	298	1046	663	484	602	531	559	599	580	620	581	607	647	617	578	682	701	506	647	738	628	677	595	528	674	666	737	822	563	583	120	
63	57	61	53	16	59	49	44	50	7	52	26	38	33	59	51	44	58	42	50	56	44	41	43	43	60	49	52	36	63	54	48	44	54	51	0	47	50	54	88	
1365	1184	1286	1250	1387	1187	1179	1553	1627	1094	1401	1010	1475	1165	1409	1387	1356	1362	1137	1367	1336	1307	1041	1377	1275	1238	1245	1298	1226	1405	1267	1156	1425	1271	1281	1260	1228	1487	1462	340	
18	15	14	12	6	19	14	12	19	20	19	9	8	13	24	13	16	15	10	13	11	62	5	20	15	22	23	19	14	15	19	5	22	14	29	16	13	19	13	25	
1410	1226	1333	1291	1397	1227	1214	1585	1658	1081	1434	1027	1505	1185	1444	1425	1384	1405	1169	1404	1381	1289	1077	1400	1303	1276	1271	1331	1248	1453	1302	1199	1447	1311	1303	1244	1262	1518	1503	403	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	11	12	16	15	13	14	11	24	11	24	30	15	6	11	13	18	16	12	21	10	15	9	15	25	8	24	17	15	20	14	12	25	14	16	20	8	13	17	5	
153	132	148	142	192	130	129	174	166	190	149	128	176	144	145	145	170	133	109	125	148	149	108	161	136	171	181	172	156	176	146	136	168	134	139	126	131	186	187	48	
87	64	49	62	59	75	69	98	88	54	78	42	70	69	68	72	59	67	61	49	81	64	50	83	59	55	62	58	58	46	59	64	65	68	95	62	61	61	86	26	
1030	910	999	968	973	912	893	1196	1207	696	1014	694	1082	854	1060	1067	1013	1058	886	1064	1025	945	793	1009	964	925	862	948	902	1050	941	863	1018	968	914	905	956	1117	1062	292	
44	47	41	32	69	41	48	41	77	56	82	52	66	62	65	53	48	48	43	68	53	42	50	56	49	48	58	62	54	57	61	50	74	29	57	34	42	66	58	18	
13	5	13	10	8	6	15	7	11	10	18	6	20	6	14	11	14	11	9	8	6	11	4	10	14	7	14	6	8	13	14	11	15	11	19	18	8	11	12	2	
25	17	22	14	26	11	16	20	33	22	20	23	27	11	27	26	18	17	19	15	23	17	22	20	19	22	22	24	25	24	17	25	24	32	25	22	12	24	25	4	
48	40	49	47	55	39	30	38	52	42	49	52	49	33	54	38	44	55	30	54	35	46	41	46	37	40	48	44	30	67	50	38	58	55	38	57	44	40	56	8	
