"УИК №2496"	"УИК №2497"	"УИК №2498"	"УИК №2499"	"УИК №2500"	"УИК №2501"	"УИК №2502"	"УИК №2503"	"УИК №2504"	"УИК №2505"	"УИК №2506"	"УИК №2507"	"УИК №2508"	"УИК №2509"	"УИК №2510"	"УИК №2511"	"УИК №2512"	"УИК №2513"	"УИК №2514"	"УИК №2515"	"УИК №2516"	"УИК №2517"	"УИК №2518"	"УИК №2519"	"УИК №2520"	"УИК №2521"	"УИК №2522"	"УИК №2523"	"УИК №2524"	"УИК №2525"	"УИК №2526"	"УИК №2527"	"УИК №2528"	"УИК №2529"	"УИК №2531"	"УИК №2532"	"УИК №2533"	"УИК №2534"	"УИК №2535"	"УИК №2536"	"УИК №2537"	"УИК №2538"	"УИК №2540"	"УИК №2541"	"УИК №2542"	"УИК №2543"	"УИК №2544"	"УИК №2545"	"УИК №2546"	
655	1294	646	1236	1415	980	317	118	95	192	208	369	615	286	490	185	159	214	290	112	229	208	432	462	125	101	129	483	228	115	595	89	171	166	504	163	236	131	250	898	236	154	351	170	197	279	87	253	693	
650	1292	642	1224	1419	977	314	119	98	195	208	373	617	287	493	185	160	215	314	110	226	210	434	460	122	102	134	486	227	129	596	90	174	164	517	162	225	133	250	887	236	156	355	171	198	278	87	246	694	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
401	894	568	875	1064	781	237	98	82	166	190	288	559	263	398	165	150	170	238	86	180	179	365	306	96	91	89	426	194	105	539	87	157	127	329	127	183	107	219	709	195	134	289	158	172	250	55	202	634	
58	78	35	46	15	52	18	7	9	15	8	57	21	15	24	4	8	15	34	11	26	14	32	23	10	4	30	13	23	4	38	0	9	9	83	11	19	6	8	49	7	11	30	10	8	12	7	21	18	
191	320	39	303	340	144	59	14	7	14	10	28	37	9	71	16	2	30	42	13	20	17	37	131	16	7	15	47	10	20	19	3	8	28	105	24	23	20	23	129	34	11	36	3	18	16	25	23	42	
58	78	35	46	15	52	18	7	9	15	8	57	21	15	24	4	8	15	34	11	26	14	32	23	10	4	30	13	23	4	38	0	9	9	83	11	19	6	8	49	7	11	30	10	8	12	7	21	18	
401	894	568	875	1064	781	237	98	82	166	190	288	557	263	398	165	150	170	238	86	180	179	365	306	96	91	89	426	194	105	539	87	157	127	329	127	183	107	219	709	195	134	289	158	172	250	55	202	634	
0	4	7	17	14	8	1	0	1	0	0	0	0	0	1	0	0	0	0	0	14	7	33	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	6	0	0	2	0	0	0	0	0	2	
459	968	596	904	1065	825	254	105	90	181	198	345	578	278	421	169	158	185	272	97	192	186	364	329	106	95	119	439	217	109	577	87	166	136	409	138	202	113	223	752	202	145	317	168	180	262	62	223	650	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	3	1	3	5	3	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	1	1	1	0	1	0	4	0	0	0	0	2	0	2	0	1	0	1	3	1	0	3	0	0	0	0	0	5	
44	92	59	110	182	87	19	4	4	12	4	15	7	10	42	13	12	23	15	10	10	8	10	27	8	4	7	32	6	5	15	8	8	14	11	5	21	12	22	23	20	14	27	16	10	15	1	15	61	
20	31	24	72	51	31	12	7	1	1	5	11	1	3	3	9	12	4	7	1	5	6	17	26	0	8	3	11	4	1	9	5	5	12	9	4	2	2	5	44	7	3	5	0	12	10	4	3	15	
387	826	509	690	802	688	212	92	83	168	189	316	562	260	370	145	132	154	245	84	170	167	322	264	95	75	108	374	207	101	548	73	141	110	383	126	174	98	190	646	168	126	273	152	154	234	56	205	545	
4	4	0	3	7	6	5	0	0	0	0	0	1	2	2	1	0	0	2	1	2	1	4	4	0	2	0	6	0	1	3	0	3	0	3	1	1	0	1	15	1	1	3	0	0	3	1	0	6	
3	6	1	9	10	3	6	2	2	0	0	0	3	1	2	1	0	3	0	1	0	2	7	3	2	0	0	2	0	1	1	0	4	0	1	2	3	0	3	13	0	1	5	0	0	0	0	0	14	
0	4	1	11	3	5	0	0	0	0	0	2	2	0	0	0	1	0	0	0	3	0	2	4	1	4	1	6	0	0	1	0	3	0	0	0	0	0	1	1	5	0	1	0	3	0	0	0	2	
1	2	1	6	5	2	0	0	0	0	0	1	2	0	2	0	0	0	3	0	0	1	1	0	0	1	0	4	0	0	0	1	0	0	0	0	0	1	0	7	0	0	0	0	1	0	0	0	2	
