"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №838"	"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	"УИК №850"	"УИК №851"	"УИК №852"	"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	"УИК №862"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №974"	"УИК №975"	"УИК №976"	"УИК №977"	"УИК №984"	
278	2312	2376	2069	2152	2233	2021	1959	1864	1389	609	2006	2021	2056	2070	1972	2095	1956	1973	1970	1315	812	2173	2519	637	694	733	688	705	239	380	573	1192	541	98	385	599	392	965	906	214	483	406	138	122	178	2500	
250	2000	2200	1800	1800	1800	1800	1700	1600	1200	600	1700	1700	1700	1800	1600	1800	1800	1700	1800	1100	800	1800	2200	600	600	700	600	700	250	450	600	1200	550	100	400	550	350	1000	900	200	500	385	140	122	180	2500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162	1414	1660	1281	1371	1449	1390	1309	1271	868	368	1229	1384	1313	1341	1303	1475	1392	1430	1345	889	394	1218	2080	361	333	393	378	474	100	127	377	617	296	30	200	361	192	483	447	34	197	288	138	116	178	2381	
10	43	39	68	67	56	83	123	49	30	27	90	158	57	59	53	61	27	28	36	23	42	50	54	30	18	32	30	104	105	180	19	235	89	43	100	58	65	150	116	97	99	97	0	6	0	0	
78	543	501	451	362	295	327	268	280	302	205	381	158	330	400	244	264	381	242	419	188	364	532	66	209	249	275	192	122	45	143	204	348	165	27	100	131	93	367	337	69	204	0	2	0	2	119	
10	43	39	68	67	56	83	123	49	30	27	90	158	57	59	53	61	27	28	36	23	42	50	54	30	18	32	30	104	105	180	19	235	89	43	100	58	65	150	116	97	99	97	0	6	0	0	
162	1414	1660	1281	1371	1449	1390	1309	1271	868	368	1229	1384	1313	1340	1303	1475	1392	1430	1345	886	394	1218	2080	361	333	393	378	474	100	127	377	617	296	30	200	361	192	483	447	34	197	288	138	116	178	2381	
2	10	17	12	12	4	10	15	18	9	5	14	12	13	12	11	8	14	10	11	14	2	15	36	3	4	9	7	2	0	1	3	10	2	0	2	2	2	14	7	1	1	4	0	2	1	46	
170	1447	1682	1337	1426	1501	1463	1417	1302	889	390	1305	1530	1357	1387	1345	1528	1405	1448	1370	895	434	1253	2098	388	347	416	401	576	205	306	393	842	383	73	298	417	255	619	556	130	295	381	138	120	177	2335	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	16	14	10	14	12	15	9	9	8	2	9	10	7	8	9	8	14	11	9	2	4	14	5	3	0	5	1	5	2	1	3	3	4	1	4	5	0	3	2	2	0	4	2	0	2	11	
11	135	178	126	140	77	109	148	131	72	18	128	134	112	149	129	125	122	133	140	102	30	111	195	33	30	38	24	41	7	24	10	52	24	2	15	42	10	41	38	9	25	25	10	5	7	259	
9	73	101	95	96	58	93	99	86	69	33	87	81	78	70	78	98	95	93	73	67	36	96	172	27	36	29	35	18	7	18	20	62	28	3	25	35	25	36	20	11	23	26	17	17	14	249	
142	1159	1333	1055	1116	1319	1211	1098	1028	712	326	1039	1258	1121	1107	1067	1237	1131	1167	1102	687	353	994	1644	308	272	329	318	503	184	256	353	707	315	65	244	323	208	519	478	105	241	309	99	93	150	1732	
3	24	27	16	21	16	22	31	17	14	5	14	15	21	19	22	28	18	18	17	15	6	17	35	8	2	4	7	5	2	1	3	5	4	1	6	3	3	6	9	3	2	8	5	0	3	41	
0	14	11	14	16	5	3	10	7	7	3	10	11	4	15	11	12	5	10	5	10	3	10	12	5	3	4	1	2	1	1	2	4	2	0	1	1	2	8	5	0	2	2	0	1	0	16	
1	12	11	13	9	5	5	12	9	4	2	12	14	8	13	15	11	9	5	7	8	0	3	17	1	3	4	10	1	2	0	1	5	3	1	1	7	1	4	4	0	1	3	3	2	1	15	
1	14	7	8	14	9	5	10	15	3	1	6	7	6	6	14	9	11	11	17	4	2	8	18	3	1	3	5	1	0	5	1	4	3	0	2	1	6	2	0	0	1	4	2	2	0	12	
