"УИК №488"	"УИК №489"	"УИК №490"	"УИК №491"	"УИК №492"	"УИК №493"	"УИК №494"	"УИК №495"	"УИК №496"	"УИК №497"	"УИК №498"	"УИК №499"	"УИК №500"	"УИК №501"	"УИК №502"	"УИК №503"	"УИК №504"	"УИК №505"	"УИК №506"	"УИК №507"	"УИК №508"	"УИК №509"	"УИК №510"	"УИК №511"	"УИК №512"	"УИК №513"	"УИК №514"	"УИК №515"	"УИК №516"	"УИК №517"	"УИК №518"	
302	523	164	168	1704	1861	1420	1510	346	120	376	174	253	1009	124	893	268	357	187	566	307	431	273	240	268	262	330	892	285	137	273	
290	500	150	150	1400	1600	1400	1400	300	120	370	180	250	1000	110	800	250	350	190	550	280	400	290	250	280	280	330	900	300	140	270	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188	378	132	134	1047	1172	757	784	192	80	212	100	133	550	90	555	133	224	94	324	180	232	169	148	150	130	215	446	200	94	140	
42	17	9	9	30	67	29	54	19	4	22	10	16	96	1	35	18	16	7	67	29	35	12	29	13	22	5	44	15	9	18	
60	105	9	7	323	361	614	562	89	36	136	70	101	354	19	210	99	110	89	159	71	133	109	73	117	128	110	410	85	37	112	
42	17	9	9	30	67	29	54	19	4	22	10	16	96	1	35	18	16	7	67	29	35	12	29	13	22	5	44	15	9	18	
188	378	132	134	1047	1170	757	784	192	80	212	100	133	550	90	555	133	224	94	324	180	232	169	148	150	130	215	446	200	94	140	
3	1	1	2	11	9	6	17	0	0	3	0	1	7	2	9	0	3	2	3	3	5	1	0	1	0	1	2	2	0	1	
227	394	140	141	1066	1228	780	821	211	84	231	110	148	639	89	581	151	237	99	388	206	262	180	177	162	152	219	488	213	103	157	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	0	0	6	10	5	4	1	2	3	0	0	1	0	0	1	0	1	3	0	3	0	2	0	0	0	5	0	0	2	
30	55	5	14	273	226	160	213	34	14	42	9	17	81	7	53	22	25	10	50	24	16	21	7	39	8	24	88	27	7	12	
14	28	4	13	66	107	71	62	16	6	19	4	18	81	4	38	15	12	9	41	16	26	23	18	20	18	10	50	10	5	21	
179	302	131	113	700	857	528	520	157	61	163	96	113	460	78	482	112	199	76	292	160	216	135	149	103	126	182	339	175	91	121	
1	2	0	0	10	12	3	11	0	1	3	0	0	3	0	2	0	0	0	1	2	1	0	1	0	0	0	1	0	0	0	
0	1	0	0	3	2	5	6	2	0	1	0	0	8	0	2	1	1	3	0	1	0	1	0	0	0	0	1	0	0	0	
0	3	0	1	2	6	6	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	2	1	0	1	
1	2	0	0	6	8	2	3	0	0	0	1	0	3	0	4	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	
