"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	"УИК №1225"	"УИК №1226"	"УИК №1227"	"УИК №1228"	"УИК №1229"	"УИК №1230"	"УИК №1231"	"УИК №1232"	"УИК №1233"	"УИК №1234"	"УИК №1235"	"УИК №1236"	"УИК №1237"	"УИК №1238"	"УИК №1239"	
235	206	116	486	262	241	499	293	431	275	522	578	504	188	429	857	1827	1731	1684	740	1770	232	2391	861	1601	1086	904	1207	1156	964	1552	1167	1030	1351	2368	1574	1235	826	
230	200	180	410	260	220	430	260	350	270	430	490	430	190	380	700	1460	1410	1400	590	1470	200	1900	650	1310	870	840	960	850	750	1170	960	890	1160	1835	1500	1334	700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158	139	100	279	138	179	180	187	287	173	241	220	309	101	278	463	988	984	884	370	956	111	1240	343	768	580	457	628	544	462	761	593	497	663	1006	1080	1136	351	
24	6	16	28	37	7	116	39	25	18	50	84	10	25	13	28	46	30	72	17	84	15	46	36	76	30	33	27	23	12	24	72	32	85	46	3	85	6	
48	55	64	103	85	34	134	34	38	79	139	186	111	64	89	209	426	396	444	203	430	74	614	271	466	260	350	305	283	276	385	295	361	412	783	417	113	343	
24	6	16	28	37	7	116	39	25	18	50	84	10	25	13	28	46	30	72	17	84	15	46	36	76	30	33	27	23	12	24	72	32	85	46	3	85	6	
158	139	100	279	138	179	180	187	287	173	241	220	309	101	278	463	988	984	884	370	956	111	1240	343	768	580	457	628	544	462	761	593	497	663	1006	1080	1136	351	
0	2	2	4	2	1	0	1	4	9	0	2	4	0	3	4	16	19	19	8	23	4	16	2	9	9	7	7	7	6	8	5	14	10	17	12	15	1	
182	143	114	303	173	185	296	225	308	182	291	302	315	126	288	487	1018	995	937	379	1017	122	1270	377	835	601	483	648	560	468	777	660	515	738	1035	1071	1206	356	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	6	2	4	3	6	0	4	1	4	4	1	4	1	3	4	4	3	3	5	7	5	1	
12	1	4	14	6	18	19	25	17	9	11	19	19	7	39	54	138	173	168	83	214	7	195	41	117	87	83	81	100	70	108	99	69	87	109	180	130	34	
33	16	10	18	14	14	35	14	27	16	19	33	23	20	30	60	105	114	110	40	107	18	170	56	109	58	49	59	59	38	108	76	78	88	126	126	144	63	
135	124	100	268	151	147	234	184	261	157	256	244	271	97	217	365	755	696	643	247	673	96	874	276	592	440	328	488	385	344	547	459	348	549	777	736	843	256	
2	0	0	0	1	1	2	1	0	0	4	2	1	0	0	1	5	2	4	1	7	0	9	1	7	1	12	2	8	4	2	3	7	5	7	11	62	1	
0	1	0	2	0	2	3	0	1	0	1	1	1	1	0	3	6	3	3	1	7	1	8	0	4	5	3	9	6	1	2	8	5	6	7	4	3	1	
0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	2	1	2	3	0	2	0	4	1	0	4	0	3	0	4	3	5	2	0	3	4	10	0	
0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	2	3	2	4	1	0	6	1	2	2	7	2	1	4	3	6	3	0	1	3	9	0	
