"УИК №4301"	"УИК №4302"	"УИК №4303"	"УИК №4304"	"УИК №4305"	"УИК №4306"	"УИК №4307"	"УИК №4308"	"УИК №4309"	"УИК №4310"	"УИК №4311"	"УИК №4312"	"УИК №4313"	"УИК №4314"	"УИК №4315"	"УИК №4316"	"УИК №4317"	"УИК №4318"	"УИК №4319"	"УИК №4320"	"УИК №4321"	"УИК №4322"	"УИК №4323"	"УИК №4324"	"УИК №4325"	"УИК №4326"	"УИК №4327"	"УИК №4328"	
628	213	257	709	502	83	117	274	292	399	450	228	132	524	286	411	1220	958	824	890	589	654	385	519	346	556	311	170	
658	242	256	745	504	85	124	289	289	408	459	241	134	535	301	437	1210	972	847	927	613	683	404	540	360	564	322	202	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499	182	199	565	451	75	106	254	252	341	402	188	118	460	232	343	974	797	731	805	498	589	309	458	309	487	258	154	
85	23	52	119	41	7	8	17	31	48	40	22	12	56	42	56	124	120	41	41	42	32	64	48	23	48	38	9	
74	37	5	61	12	3	10	18	6	19	17	31	4	19	27	38	112	55	75	81	73	62	31	34	28	29	26	39	
85	23	52	119	41	7	8	17	31	48	40	22	12	56	42	56	124	120	41	41	42	32	64	48	23	48	38	9	
499	182	199	565	451	75	106	254	252	341	402	188	118	460	232	343	974	797	731	805	498	589	309	458	309	487	258	154	
0	0	0	2	0	0	5	0	0	2	5	3	1	0	0	0	0	6	7	0	0	0	0	0	3	0	0	0	
584	205	251	682	492	82	109	271	283	387	437	207	129	516	274	399	1098	911	765	846	540	621	373	506	329	535	296	163	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	0	5	1	1	0	0	1	1	0	0	0	0	0	0	8	5	1	3	0	0	1	0	1	0	0	0	
23	8	8	25	13	3	4	8	8	15	14	7	2	19	11	21	58	52	46	48	30	23	13	15	15	21	16	5	
10	4	4	9	6	2	2	8	2	4	10	11	4	12	6	4	21	3	17	10	22	15	9	8	4	13	7	2	
536	191	239	636	468	76	101	253	269	362	408	187	123	481	255	372	973	838	687	772	485	580	346	470	307	501	268	156	
3	1	0	2	1	0	1	1	0	2	3	2	0	0	0	1	11	2	6	7	0	2	1	8	1	0	1	0	
3	0	0	3	1	0	0	0	0	1	2	0	0	4	2	0	13	4	5	2	0	0	3	5	0	0	1	0	
3	0	0	2	1	0	1	0	1	2	0	0	0	0	0	0	5	5	1	1	0	1	0	0	1	0	3	0	
1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	9	2	2	3	3	0	0	0	0	0	0	0	
