"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	
312	837	870	1000	1969	1136	1067	1070	1694	799	1905	867	1245	2035	1972	1914	1909	1685	2008	1946	1917	2051	1846	2034	985	188	429	402	113	34	
290	800	850	950	1950	1000	1000	1000	1600	750	1850	830	1250	2000	1800	1900	1850	1650	1950	1900	1850	2050	1800	1900	950	180	430	350	100	35	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
226	519	587	631	1423	682	734	743	1211	558	1415	623	818	1445	1404	1303	1405	1224	1497	1513	1441	1477	1404	1565	517	81	311	298	78	27	
8	5	17	17	33	102	17	14	48	16	15	30	21	40	17	32	15	28	17	16	20	32	12	13	96	19	12	13	6	2	
56	276	246	302	494	216	249	243	341	176	420	177	411	515	379	565	430	398	436	371	389	541	384	322	337	80	107	39	16	6	
8	5	17	17	33	102	17	14	48	16	15	30	21	40	17	32	15	28	17	16	20	32	12	13	96	19	12	13	6	2	
226	519	587	631	1423	682	734	743	1211	558	1414	623	818	1444	1403	1303	1404	1224	1497	1513	1441	1477	1403	1565	517	81	311	298	78	27	
5	5	9	12	21	16	6	10	17	14	15	15	12	26	29	21	20	25	23	31	23	18	26	34	13	1	1	3	0	0	
229	519	595	636	1435	768	745	747	1242	560	1414	638	827	1458	1391	1314	1399	1227	1491	1498	1438	1491	1389	1544	600	99	322	308	84	29	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	4	3	4	8	2	7	7	14	1	7	6	4	4	14	8	6	9	11	9	6	8	12	8	5	0	2	2	0	0	
34	67	76	84	157	90	70	87	126	67	190	57	96	143	156	154	167	115	180	162	149	148	129	162	58	8	21	29	8	0	
22	53	66	69	97	61	69	55	64	74	104	55	76	117	118	124	93	86	111	122	88	109	102	105	55	13	26	36	5	4	
162	381	426	464	1113	590	569	561	995	401	1067	498	629	1134	1052	991	1079	957	1129	1146	1141	1173	1102	1219	470	77	268	235	71	25	
5	2	9	4	21	12	12	18	20	4	18	10	9	32	25	14	23	22	21	21	26	22	20	18	2	0	2	3	0	0	
1	6	6	0	9	3	2	3	8	4	10	7	6	8	6	7	6	8	6	7	7	8	6	6	4	0	0	0	0	0	
3	2	5	8	14	5	7	10	6	4	8	1	4	9	14	13	16	17	18	13	12	11	12	14	4	1	2	2	0	0	
1	4	4	3	16	5	9	6	9	5	10	4	3	11	6	3	9	13	15	18	9	12	6	12	2	0	1	1	0	0	
