"УИК №2817"	"УИК №2818"	"УИК №2819"	"УИК №2820"	"УИК №2821"	"УИК №2822"	"УИК №2823"	"УИК №2824"	"УИК №2825"	"УИК №2826"	"УИК №2827"	"УИК №2828"	"УИК №2829"	"УИК №2830"	"УИК №2831"	"УИК №2832"	"УИК №2833"	"УИК №2834"	"УИК №2835"	"УИК №2836"	"УИК №2837"	"УИК №2838"	"УИК №2839"	"УИК №2840"	"УИК №2841"	"УИК №2842"	"УИК №2843"	"УИК №2844"	"УИК №2845"	"УИК №2846"	"УИК №2847"	"УИК №2848"	"УИК №2849"	
596	712	140	252	453	538	219	277	401	497	484	511	350	258	205	303	246	599	1202	1153	1151	1190	1021	463	293	201	598	120	310	358	340	360	157	
602	715	139	253	453	539	222	281	405	503	488	511	350	257	206	304	250	603	1206	1152	1120	1200	1030	460	293	204	604	123	312	361	340	366	159	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
455	515	110	203	372	427	180	246	329	414	413	430	303	219	183	266	206	510	716	690	662	929	822	389	237	155	499	97	272	293	285	305	118	
105	94	20	31	36	53	20	15	34	57	23	32	9	14	12	20	20	50	45	41	96	35	17	21	27	28	62	12	14	33	32	34	27	
42	106	9	19	45	59	22	20	42	32	52	49	38	24	11	18	24	43	445	421	362	236	191	50	29	21	43	14	26	35	23	27	14	
105	94	20	31	36	53	20	15	34	57	23	32	9	14	12	20	20	50	45	41	96	35	17	21	27	28	62	12	14	33	32	34	27	
455	515	110	203	372	427	180	246	329	414	413	430	303	219	183	266	206	510	716	690	662	929	822	389	237	155	499	97	272	293	285	305	118	
0	0	0	0	14	16	0	0	0	0	0	0	0	3	0	12	0	0	5	4	6	4	0	0	0	0	2	0	6	0	0	0	0	
560	609	130	234	394	464	200	261	363	471	436	462	312	230	195	274	226	560	756	727	752	960	839	410	264	183	559	109	280	326	317	339	145	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

15	7	0	6	14	6	5	4	2	3	0	13	6	10	5	1	0	11	11	4	4	6	36	16	4	1	16	7	2	6	0	0	0	
95	156	22	28	74	90	36	43	62	71	57	65	44	33	31	33	41	55	69	127	168	177	100	40	29	26	84	10	37	46	32	67	16	
12	22	10	13	17	11	10	18	17	24	19	28	9	8	9	4	2	50	46	34	27	29	89	38	31	11	33	5	13	13	29	7	9	
437	407	94	160	276	346	147	182	257	344	310	314	228	152	135	201	179	387	541	536	528	719	470	201	180	127	370	74	215	228	243	253	108	
1	3	0	9	1	5	2	5	3	3	37	14	6	9	3	3	2	7	22	8	15	7	5	25	5	8	9	1	2	14	2	3	5	
0	5	1	11	4	4	0	6	16	19	13	0	8	10	6	2	0	11	22	10	6	11	55	25	5	1	17	0	6	7	11	9	0	
0	5	0	7	8	2	0	3	2	4	0	11	7	3	0	12	0	18	24	3	1	0	50	40	9	8	19	6	2	12	0	0	0	
0	4	3	0	0	0	0	0	4	3	0	17	4	5	6	18	2	21	21	5	3	11	34	25	1	1	11	6	3	0	0	0	7	
