"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	
1623	1121	1102	346	458	276	225	255	228	269	353	211	716	751	250	983	239	490	880	378	147	453	
1655	1135	1115	360	515	315	236	260	290	330	390	230	810	780	264	1060	245	525	920	364	145	486	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1381	828	874	248	276	167	156	133	165	198	152	151	579	527	135	477	145	296	500	225	108	272	
74	98	73	72	93	54	36	80	41	50	112	22	72	150	59	139	37	76	114	102	29	86	
200	209	168	40	146	94	44	47	84	82	126	57	159	103	70	444	63	153	306	37	8	128	
74	98	73	72	93	54	36	80	41	50	112	22	72	150	59	139	37	76	114	102	29	86	
1381	828	874	248	276	167	156	133	165	198	152	151	579	527	135	477	145	296	500	225	108	272	
11	16	3	8	1	2	1	3	1	6	3	1	7	31	0	5	2	8	2	2	1	1	
1444	910	944	312	368	219	191	210	205	242	261	172	644	646	194	611	180	364	612	325	136	357	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	8	15	1	2	4	4	3	0	5	3	3	7	1	0	1	4	2	3	2	0	2	
365	131	207	33	23	36	9	22	22	14	35	15	47	50	20	72	28	73	43	22	8	36	
63	54	52	22	21	20	13	9	7	14	22	14	24	22	14	45	6	19	38	17	4	40	
982	701	625	252	318	157	162	172	170	202	194	138	563	565	159	473	139	266	512	275	122	270	
9	4	6	1	1	1	1	3	4	3	2	1	2	2	0	6	2	1	2	2	2	4	
8	7	11	1	1	0	2	1	0	2	1	1	1	2	0	11	1	1	9	6	0	3	
7	4	19	2	1	1	0	0	0	0	1	0	0	2	0	2	0	2	4	1	0	1	
4	1	9	0	1	0	0	0	2	2	3	0	0	2	1	1	0	0	1	0	0	1	
