"УИК №1808"	"УИК №1809"	"УИК №1810"	"УИК №1811"	"УИК №1812"	"УИК №1813"	"УИК №1814"	"УИК №1815"	"УИК №1816"	"УИК №1817"	"УИК №1818"	"УИК №1819"	"УИК №1820"	"УИК №1821"	"УИК №1822"	"УИК №1823"	"УИК №1824"	"УИК №1825"	"УИК №1826"	"УИК №1827"	"УИК №1828"	"УИК №1829"	"УИК №1830"	"УИК №1831"	"УИК №1832"	"УИК №1833"	"УИК №1834"	"УИК №1835"	"УИК №1836"	"УИК №1837"	
95	222	123	585	247	188	228	268	254	170	327	334	140	191	484	225	337	251	272	651	664	659	736	577	89	431	140	212	163	134	
108	235	120	630	250	200	230	280	255	190	325	360	145	210	485	230	360	243	280	660	670	630	740	590	88	430	142	225	170	135	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	109	79	271	126	85	149	115	115	97	216	178	84	88	224	154	122	156	126	353	341	334	388	317	44	154	60	83	92	64	
1	11	0	35	17	16	14	19	41	13	13	43	2	29	53	17	50	15	19	23	29	50	30	26	7	30	24	7	12	7	
71	115	41	324	107	99	67	146	99	80	96	139	59	93	208	59	188	72	135	284	300	246	322	247	37	246	58	135	66	64	
1	11	0	35	17	16	14	19	41	13	13	43	2	29	53	17	50	15	19	23	29	50	30	26	7	30	24	7	12	7	
36	109	79	271	126	85	149	115	115	97	216	178	84	88	224	154	122	156	126	353	341	334	388	317	44	154	60	83	92	64	
0	0	3	6	1	3	1	1	3	1	1	1	1	1	4	2	1	3	3	4	9	11	3	6	0	1	0	0	1	0	
37	120	76	300	142	98	162	133	153	109	228	220	85	116	273	169	171	168	142	372	361	373	415	337	51	183	84	90	103	71	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	4	2	4	0	1	2	1	0	0	2	0	1	2	1	1	2	1	1	2	4	2	3	9	1	2	0	0	1	0	
2	19	5	21	10	11	10	5	12	13	21	27	12	11	32	16	27	18	27	71	76	62	57	51	2	22	5	10	10	9	
1	8	1	22	13	6	13	10	17	8	17	24	3	13	18	21	12	14	10	45	41	27	47	22	0	35	8	7	5	5	
34	87	67	249	118	77	132	114	121	86	185	156	65	88	216	128	121	129	100	244	227	269	298	248	48	120	68	70	85	54	
0	0	1	1	0	1	2	2	1	2	1	2	2	1	2	2	5	3	0	2	4	3	2	2	0	0	3	1	0	1	
0	1	0	3	1	2	0	0	0	0	0	4	0	1	3	1	4	2	3	3	7	3	5	4	0	4	0	1	2	1	
0	0	0	0	0	0	2	1	2	0	2	5	0	0	1	0	0	1	1	3	2	3	1	0	0	0	0	1	0	0	
0	1	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	2	0	4	2	1	0	0	0	0	0	1	
