"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	
220	330	1148	471	1077	308	408	656	38	504	1031	192	663	73	78	1193	1039	508	438	1073	463	982	905	950	460	719	325	135	386	206	84	977	912	224	115	178	384	516	192	123	1142	214	524	836	228	154	1698	521	239	549	168	296	
218	330	1141	470	1079	302	406	648	36	517	1031	192	662	73	78	1197	1039	549	453	1107	478	996	912	957	459	719	325	135	420	206	81	1023	911	223	112	176	381	524	192	123	1149	214	524	839	228	154	1641	521	239	549	168	296	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
201	287	631	449	1068	280	371	597	36	504	937	183	408	50	55	1097	966	497	387	976	431	899	810	874	422	632	296	122	354	202	81	889	848	201	104	162	354	471	186	111	1122	196	437	732	211	147	1572	479	213	400	137	250	
0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	11	7	2	0	21	23	0	0	0	0	0	32	0	0	0	0	5	0	0	0	0	6	0	0	0	0	2	0	0	4	0	4	0	0	3	
17	43	510	21	11	22	35	51	0	13	93	8	254	20	23	100	73	41	59	129	47	76	79	83	37	87	29	13	34	4	0	134	63	17	8	14	27	53	0	12	27	18	87	105	17	7	65	42	22	149	31	43	
0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	11	7	2	0	21	23	0	0	0	0	0	32	0	0	0	0	5	0	0	0	5	6	0	0	0	0	2	0	0	4	0	4	0	0	3	
201	287	631	449	1068	280	371	597	36	504	937	183	408	50	55	1097	966	497	387	976	431	899	810	874	422	632	296	122	354	202	81	889	848	201	104	162	354	466	186	111	1122	196	437	732	211	147	1572	479	213	400	137	250	
1	0	0	1	1	0	0	1	2	0	3	0	0	0	0	0	0	0	7	0	0	0	3	5	5	2	5	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	2	13	2	4	3	10	0	1	0	0	
200	287	631	448	1067	280	371	596	34	504	935	184	408	53	55	1097	966	508	387	978	431	920	830	869	417	630	291	122	385	202	81	889	848	202	104	162	354	471	192	111	1122	195	435	721	209	143	1573	469	217	399	137	253	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	2	0	8	1	1	0	0	1	1	0	0	0	0	0	0	0	1	3	5	0	0	2	0	0	1	0	0	1	0	0	13	0	0	3	1	0	0	1	0	0	3	3	1	0	3	0	0	1	0	0	
15	24	99	23	63	19	17	42	0	19	61	6	168	2	28	72	67	6	25	85	21	19	47	60	19	55	13	11	33	13	7	68	56	11	9	12	22	28	11	8	23	5	14	25	13	5	126	28	12	6	14	25	
2	2	0	0	0	1	16	0	1	1	0	0	3	0	0	0	0	0	1	7	0	0	20	7	1	3	0	1	3	0	0	0	4	2	1	0	1	0	5	0	2	0	2	8	0	2	1	3	1	2	0	0	
180	258	521	425	961	253	334	552	32	480	865	178	222	51	27	998	879	500	359	881	392	901	758	779	396	571	272	103	346	186	74	813	772	185	93	146	320	443	172	100	1097	190	395	671	189	136	1432	437	199	389	123	228	
1	1	5	0	7	4	0	1	1	1	5	0	15	0	0	0	0	2	0	0	0	0	4	12	0	0	0	1	2	1	0	0	3	2	1	1	1	0	4	2	0	0	1	7	0	0	7	0	0	0	0	0	
0	0	0	0	9	1	0	0	0	2	0	0	0	0	0	27	20	0	1	1	6	0	1	6	1	0	2	6	0	0	0	0	0	2	0	0	4	0	0	0	0	0	1	1	2	0	3	1	2	1	0	0	
0	0	2	0	11	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	7	0	0	1	0	1	2	0	1	0	0	8	0	0	0	0	2	0	0	0	0	0	16	2	2	0	0	0	2	0	0	0	
1	1	2	0	8	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	3	4	2	0	1	0	1	0	0	0	
