"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №655"	"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №972"	
1407	1473	1356	2271	966	331	376	2955	1074	3387	2350	1953	2750	2022	1744	2349	1580	1813	1781	2049	851	1310	836	798	1494	1258	1061	571	569	1373	720	1617	1157	1205	1504	1211	1974	1349	2026	1894	1030	
1100	1000	1100	2400	700	300	300	2400	1000	3000	2000	2000	2500	1500	1500	2000	1500	1500	1500	2000	700	1300	800	700	1500	1000	1000	500	500	1000	700	1500	1000	1000	1150	950	1500	1200	2000	2000	1100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
933	839	838	1728	518	220	224	1826	614	2100	1632	1736	1755	1307	1208	1432	903	1074	1059	1141	426	993	458	358	962	732	595	272	402	742	438	931	615	694	1018	749	1365	1134	1127	1148	1030	
45	46	41	14	50	16	22	299	149	301	33	24	36	10	18	20	10	99	101	63	62	161	129	220	58	39	114	100	21	27	23	163	36	49	40	67	50	15	33	80	0	
122	115	221	658	132	64	54	275	237	599	335	240	709	183	274	548	587	327	340	796	212	146	213	122	480	229	291	128	77	231	239	406	349	257	92	134	85	51	840	772	70	
45	46	41	14	50	16	22	299	149	301	33	24	36	10	18	20	10	99	101	63	62	161	129	220	58	39	114	100	21	27	23	163	36	49	40	67	50	15	33	80	0	
933	839	837	1723	518	220	224	1821	614	2065	1632	1736	1755	1307	1207	1430	903	1074	1059	1141	426	993	458	358	962	732	595	272	402	741	438	931	615	694	1018	749	1365	1134	1127	1148	1030	
11	14	11	24	4	0	1	25	11	29	21	15	15	36	16	14	7	16	8	21	4	6	5	5	12	7	9	5	6	8	4	15	12	9	17	3	14	12	9	11	13	
967	871	867	1713	564	236	245	2095	752	2337	1644	1745	1776	1281	1209	1436	906	1157	1152	1183	484	1148	582	573	1008	764	700	367	417	760	457	1079	639	734	1041	813	1401	1137	1151	1217	1017	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	12	7	12	3	1	0	11	5	18	10	5	12	13	6	9	3	10	6	7	1	5	3	3	5	12	5	3	2	7	3	3	2	4	4	2	6	7	7	6	3	
77	61	58	142	39	13	15	163	70	229	148	130	151	98	102	132	82	78	70	109	28	59	40	33	91	63	51	11	37	86	45	71	54	60	63	50	110	82	85	123	8	
44	53	47	116	31	5	10	83	21	105	61	118	99	70	72	83	45	54	56	55	26	30	24	22	48	45	21	15	26	43	16	49	35	37	50	43	63	37	44	55	54	
799	698	700	1317	464	205	209	1742	628	1816	1358	1403	1378	1022	969	1133	719	975	980	976	407	1019	501	493	824	614	608	326	341	577	364	926	527	617	809	674	1169	982	984	974	913	
13	26	26	75	18	2	5	41	15	77	25	54	63	34	29	35	29	18	17	16	11	11	7	5	13	12	7	9	1	19	10	14	11	7	60	19	28	12	13	26	26	
4	5	4	9	2	3	1	13	2	20	12	5	16	15	8	7	4	7	6	4	3	9	2	4	8	6	3	1	5	2	3	3	2	2	5	5	5	2	4	5	1	
11	7	11	15	3	3	4	13	2	32	12	12	25	9	10	22	9	4	8	5	2	7	2	6	5	3	2	1	1	10	8	4	6	7	14	5	8	8	6	9	7	
8	9	14	27	4	4	1	29	9	40	18	18	32	20	13	15	15	11	9	11	6	8	3	7	14	9	3	1	4	16	8	9	2	0	36	15	12	7	8	19	5	
