"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №156"	"УИК №157"	"УИК №158"	"УИК №159"	"УИК №160"	"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №184"	"УИК №185"	
1626	1925	1950	1922	2048	1985	2717	2048	2260	1549	1509	1470	1621	1662	1783	2011	1589	2512	1830	2077	2447	2080	1834	1857	2859	1722	1652	2030	2625	2578	2173	2046	2712	1929	1981	2084	2613	2359	2374	1983	1614	2350	2569	2552	2236	2412	456	56	271	179	
1500	1900	1800	1800	2000	1800	2500	1900	2200	1500	1400	1400	1600	1600	1600	1900	1400	2400	1700	2000	2300	2000	1800	1800	2700	1600	1600	1900	2600	2500	2000	1900	2600	1800	1900	2000	2500	2300	2300	1900	1600	2300	2500	2500	2200	2400	420	56	272	179	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1038	1178	1110	1169	1217	1176	1672	1208	1348	897	864	878	1063	969	1174	1224	1009	1530	1138	1315	1466	1326	1078	1053	1735	1016	920	1262	1541	1493	1322	1256	1571	1173	1305	1240	1611	1535	1377	1275	947	1501	1560	2065	1713	1513	302	56	231	163	
28	36	73	36	70	48	51	63	59	45	23	51	39	41	29	73	22	43	27	28	27	32	64	94	67	44	58	45	52	48	26	36	22	43	28	29	38	22	40	22	16	29	38	54	26	33	19	0	40	16	
434	686	617	595	713	576	777	629	793	558	513	471	498	590	397	603	369	827	535	657	807	642	658	653	898	540	622	593	1007	959	652	608	1007	584	567	731	851	743	883	603	637	770	902	381	461	854	99	0	1	0	
28	36	73	36	70	48	51	63	59	45	23	51	39	41	29	73	22	43	27	28	27	32	64	94	67	44	58	45	52	48	26	36	22	43	28	29	38	22	40	22	16	29	38	54	26	33	19	0	40	16	
1038	1178	1110	1169	1217	1176	1672	1208	1348	897	864	878	1063	969	1174	1222	1008	1526	1137	1315	1466	1326	1056	1053	1732	1016	920	1262	1538	1491	1322	1256	1571	1173	1305	1236	1611	1535	1377	1275	947	1500	1560	2065	1713	1513	302	56	231	163	
12	27	11	16	30	21	38	31	25	19	18	7	17	8	13	9	7	27	18	24	9	22	24	13	22	29	15	17	25	24	18	24	20	14	0	21	33	24	0	15	8	30	48	6	16	10	2	0	6	0	
1054	1187	1172	1189	1257	1203	1685	1240	1382	923	869	922	1085	1002	1190	1286	1023	1542	1146	1319	1484	1336	1096	1134	1777	1031	963	1290	1565	1515	1330	1268	1573	1202	1333	1244	1616	1533	1417	1282	955	1499	1550	2113	1723	1536	319	56	265	179	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	10	9	4	8	6	13	9	13	6	6	6	10	7	12	11	1	11	10	8	6	10	11	8	15	12	10	10	11	9	13	10	14	8	14	8	10	21	2	9	6	7	16	2	6	8	2	0	0	0	
172	222	192	161	187	123	210	165	222	159	138	141	158	96	169	160	107	284	178	243	106	208	150	118	294	132	128	203	167	222	239	227	295	193	262	178	252	232	67	186	118	121	267	167	67	40	23	4	2	3	
33	47	60	42	57	42	80	87	63	49	47	46	59	46	52	65	18	84	55	51	52	54	69	33	105	50	42	59	45	100	74	81	84	70	27	40	74	69	36	8	57	127	94	14	30	38	5	0	2	2	
750	796	808	947	901	974	1262	887	939	633	605	646	764	810	884	979	887	1028	799	878	1276	1003	764	914	1189	739	695	877	1259	1052	874	836	1057	836	950	951	1157	1097	1274	974	719	1204	1090	1909	1581	1401	283	52	261	171	
41	48	48	11	44	23	50	39	53	24	35	29	32	25	29	15	3	58	44	64	4	20	44	18	74	31	37	58	29	65	71	49	56	29	32	20	52	43	15	48	29	17	42	9	16	20	1	0	0	3	
11	19	7	7	15	11	18	11	14	7	7	11	15	4	11	14	3	13	10	9	9	11	15	11	16	12	6	12	10	13	8	9	13	23	10	7	14	15	4	12	10	6	7	4	4	8	2	0	0	0	
16	17	14	9	12	7	16	21	27	17	11	7	13	4	8	14	0	12	13	21	17	14	11	9	30	19	12	23	18	12	13	18	19	17	14	8	20	20	4	16	4	8	10	3	6	14	1	0	0	0	
26	28	34	8	33	17	36	21	51	28	20	36	34	10	25	28	4	52	37	45	14	16	32	23	54	36	33	48	26	42	38	38	35	26	24	32	37	36	15	29	12	9	24	5	13	7	2	0	0	0	
