"УИК №870"	"УИК №871"	"УИК №872"	"УИК №873"	"УИК №875"	"УИК №876"	"УИК №877"	"УИК №878"	"УИК №879"	"УИК №880"	"УИК №881"	"УИК №883"	"УИК №884"	"УИК №885"	"УИК №886"	"УИК №887"	"УИК №888"	"УИК №889"	"УИК №890"	"УИК №891"	"УИК №892"	"УИК №893"	"УИК №894"	"УИК №895"	"УИК №896"	"УИК №897"	"УИК №899"	"УИК №900"	"УИК №901"	"УИК №902"	"УИК №903"	"УИК №904"	"УИК №905"	"УИК №906"	"УИК №907"	"УИК №909"	"УИК №911"	
328	105	273	654	340	233	157	714	505	737	329	641	1094	957	778	572	2599	2831	2358	210	117	517	172	395	612	139	457	557	359	876	1294	487	690	413	176	563	366	
330	110	280	610	350	230	160	750	500	740	320	620	1110	950	780	520	2620	2790	2420	200	110	540	160	380	620	130	480	590	350	940	1300	490	700	430	170	570	380	
0	0	0	26	0	0	0	81	0	0	0	0	0	0	48	0	0	0	0	36	0	0	0	12	92	22	32	37	0	0	0	1	29	44	8	88	0	
161	60	114	289	160	116	85	300	220	409	168	360	569	517	343	290	1413	1645	1237	51	37	247	56	196	219	49	149	231	196	410	649	236	311	151	82	160	199	
19	9	9	55	22	8	6	23	53	40	21	20	25	34	35	13	65	115	60	12	15	34	20	13	21	3	4	8	13	46	64	19	23	8	2	30	34	
150	41	157	240	168	106	69	346	227	291	131	240	516	399	354	217	1142	1030	1123	101	58	259	84	159	288	56	295	314	141	484	587	234	337	227	78	292	147	
19	9	9	81	22	8	6	104	53	40	21	20	25	34	83	13	65	115	60	48	15	34	20	25	113	25	36	45	13	46	64	20	52	52	10	118	34	
161	60	114	289	160	116	85	300	220	409	168	360	569	517	343	290	1412	1645	1237	51	37	247	56	196	219	49	149	231	196	410	649	236	311	151	82	160	199	
1	1	1	2	0	1	0	3	1	3	1	0	3	5	2	6	13	12	9	0	0	0	0	1	0	1	1	0	0	1	8	3	1	0	0	0	1	
179	68	122	368	182	123	91	401	272	446	188	380	591	546	424	297	1464	1748	1288	99	52	281	76	220	332	73	184	276	209	455	705	253	362	203	92	278	232	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	0	3	4	0	5	4	2	2	0	2	5	4	3	0	9	9	12	0	0	3	0	0	2	4	1	2	2	0	5	2	1	0	2	2	0	
7	2	4	57	5	8	5	35	16	25	15	22	58	59	37	19	193	257	166	1	2	5	4	13	10	3	8	16	16	24	82	17	34	40	8	17	7	
18	6	13	25	18	16	8	37	28	36	25	31	42	36	39	41	123	118	113	4	4	20	3	24	31	6	11	41	11	44	90	38	41	22	7	30	27	
152	59	104	278	153	99	69	313	221	381	145	314	475	420	337	222	1098	1306	949	92	46	244	68	177	283	59	161	213	169	376	501	194	274	129	71	220	192	
0	0	0	3	0	0	2	1	1	0	2	2	6	10	2	10	15	22	15	0	0	3	1	2	3	0	1	1	3	4	8	1	4	2	0	3	1	
0	1	1	1	1	0	2	3	2	0	0	5	4	9	2	4	8	15	9	0	0	2	0	1	2	1	0	0	2	5	11	0	6	5	0	2	1	
0	0	0	0	1	0	0	2	0	1	0	3	0	6	1	0	7	15	9	0	0	2	0	0	1	0	0	1	6	1	5	1	1	0	1	3	1	
0	0	0	1	0	0	0	6	2	1	1	1	1	2	3	1	11	6	15	2	0	2	0	3	0	0	2	2	0	1	3	0	1	5	3	1	3	
