"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	"УИК №1225"	"УИК №1226"	"УИК №1227"	"УИК №1228"	"УИК №1229"	"УИК №1230"	"УИК №1231"	"УИК №1232"	"УИК №1233"	"УИК №1234"	"УИК №1235"	"УИК №1236"	
2135	2010	2428	1593	1618	2745	1989	1980	2001	2133	2056	428	2311	1749	1939	2301	2815	1877	1914	2269	2308	1960	2189	2031	2174	2066	2238	
1900	1800	2000	1600	1500	2200	1800	1800	1700	1900	1800	378	2000	1500	1700	1900	2400	1500	1500	2200	2000	1700	2000	1800	1900	1700	1700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1157	1083	1284	901	870	1629	1055	1134	1070	1232	1123	217	1172	945	1070	1312	1597	1100	1105	1454	1332	1071	1184	1167	1249	1147	1582	
60	55	64	45	35	17	49	37	64	54	56	111	81	33	59	86	56	28	54	51	45	53	61	39	54	60	44	
683	662	652	654	595	554	696	626	566	614	621	50	747	522	571	502	746	372	341	695	623	574	755	595	597	493	74	
60	55	64	45	35	17	49	37	64	54	58	111	81	33	59	86	56	29	54	51	45	53	61	39	54	60	44	
1156	1083	1284	901	870	1627	1054	1134	1070	1232	1118	217	1168	945	1067	1310	1597	1098	1102	1453	1332	1069	1184	1166	1249	1147	1582	
16	15	16	13	16	22	10	17	20	8	37	2	23	18	21	22	29	32	16	30	19	18	11	14	23	15	24	
1200	1123	1332	933	889	1622	1093	1154	1114	1278	1139	326	1226	960	1105	1374	1624	1095	1140	1474	1358	1104	1234	1191	1280	1192	1602	
0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	

11	9	9	9	8	15	8	9	8	6	10	7	17	8	13	24	12	7	10	15	14	13	19	8	22	13	13	
150	127	150	121	86	192	127	127	126	143	141	29	139	117	106	200	209	160	145	202	153	138	128	134	142	153	251	
61	66	59	54	42	62	72	57	48	75	60	16	52	66	47	38	66	55	42	73	83	58	68	66	87	49	136	
868	822	1012	675	690	1203	807	854	822	931	819	234	896	701	832	865	1112	758	831	1031	1022	808	933	902	907	845	1037	
36	42	42	37	27	56	30	44	45	52	55	19	47	27	39	95	96	42	47	59	40	34	33	30	59	61	90	
11	8	7	9	6	17	6	13	10	7	12	4	10	8	5	11	11	8	9	7	7	8	15	7	9	12	13	
13	19	22	7	13	24	16	13	18	21	15	10	19	8	18	26	43	21	20	30	12	13	15	17	15	17	13	
50	30	31	21	17	53	27	37	37	43	27	7	46	25	45	115	75	44	36	57	27	32	23	27	39	42	49	
