"УИК №1038"	"УИК №1039"	"УИК №1040"	"УИК №1041"	"УИК №1042"	"УИК №1043"	"УИК №1044"	"УИК №1045"	"УИК №1046"	"УИК №1047"	"УИК №1048"	"УИК №1049"	"УИК №1050"	"УИК №1051"	"УИК №1052"	"УИК №1053"	"УИК №1054"	"УИК №1055"	"УИК №1056"	"УИК №1057"	"УИК №1058"	"УИК №1059"	
1000	332	788	110	385	376	265	818	551	756	371	624	377	251	272	107	611	137	575	392	230	573	
1030	325	810	119	388	385	273	827	590	787	385	643	393	255	288	113	638	148	600	404	236	613	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
804	313	698	84	368	322	233	680	513	557	339	563	295	205	251	88	573	123	362	328	211	537	
85	12	79	23	10	48	27	120	27	76	14	43	45	22	21	10	28	10	80	33	15	24	
141	0	33	12	10	15	13	27	50	154	32	37	53	28	16	15	37	15	158	43	10	52	
85	12	79	23	10	48	27	120	27	76	14	43	45	22	21	10	28	10	80	33	15	24	
804	313	698	84	368	322	233	680	513	557	339	563	295	205	251	88	573	123	362	328	211	537	
0	0	7	0	0	0	0	7	0	6	3	0	2	2	2	3	1	0	2	3	0	7	
889	325	770	107	378	370	260	793	540	627	350	606	338	225	270	95	600	133	440	358	226	554	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	0	3	0	2	0	0	5	2	4	2	0	0	3	0	0	2	2	1	1	0	2	
153	20	85	5	47	28	18	124	41	66	26	26	130	45	39	19	102	11	72	54	2	48	
20	7	40	1	2	7	11	16	19	27	12	22	5	3	4	0	4	7	33	18	2	19	
687	290	628	101	323	335	220	625	463	519	305	554	200	172	223	76	488	113	329	277	219	478	
9	2	5	0	1	0	8	7	6	3	3	1	2	0	2	0	2	0	0	5	1	4	
6	4	3	0	1	0	0	9	0	4	2	2	1	2	2	0	1	0	2	2	1	2	
4	2	1	0	1	0	1	5	3	3	0	1	0	0	0	0	0	0	1	1	1	1	
3	0	5	0	1	0	2	2	6	1	0	0	0	0	0	0	1	0	2	0	0	0	
