"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №655"	"УИК №801"	"УИК №802"	
313	1851	539	506	904	2268	1995	496	1062	1777	375	2038	441	2859	435	304	1532	428	1747	501	358	672	674	1525	307	1969	190	733	528	1535	1158	167	855	468	315	441	436	486	1043	277	196	297	219	1230	1156	
280	1795	530	500	850	2000	1910	470	890	1730	350	1900	420	2700	420	300	1480	390	1700	500	330	570	620	1380	280	1900	160	640	485	1470	1110	160	830	440	290	440	420	490	1030	260	185	290	220	1140	1110	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189	1051	258	288	518	1465	1159	277	524	843	123	1150	236	1802	214	190	917	231	998	310	185	465	379	898	147	1199	94	418	312	903	705	81	553	199	127	211	219	191	566	168	68	134	104	707	617	
35	104	101	52	47	16	44	13	147	47	76	83	26	83	34	21	51	56	69	29	58	34	43	96	37	66	20	75	7	41	46	12	14	55	30	76	47	83	87	24	25	36	27	8	17	
56	640	171	160	285	519	707	180	219	840	151	667	158	815	172	89	512	103	633	161	87	71	198	386	96	635	46	147	166	526	359	67	263	186	133	153	154	216	377	68	92	120	89	425	476	
35	104	101	52	47	16	44	13	147	47	76	83	26	83	34	21	51	56	69	29	58	34	43	96	37	66	20	75	7	41	46	12	14	55	30	76	47	83	87	24	25	36	27	8	17	
189	1051	258	288	518	1465	1159	277	524	843	123	1150	236	1802	214	190	917	231	998	310	185	465	378	898	147	1199	94	418	312	902	705	81	553	199	127	211	219	191	566	168	68	134	104	707	617	
0	8	15	3	5	14	11	6	4	13	1	21	3	19	2	7	13	2	13	3	3	6	7	10	3	13	0	5	5	9	11	0	9	1	0	3	1	1	6	2	0	1	3	6	7	
224	1147	344	337	560	1467	1192	284	667	877	198	1212	259	1866	246	204	955	285	1054	336	240	493	414	984	181	1252	114	488	314	934	740	93	558	253	157	284	265	273	647	190	93	169	128	709	627	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	9	4	1	3	11	8	0	8	7	2	9	3	15	1	2	7	1	2	3	1	8	3	9	2	6	0	4	1	6	5	0	4	3	0	1	2	3	4	2	0	2	1	2	6	
11	184	25	36	75	236	198	37	62	103	27	168	27	262	33	5	109	38	121	40	19	36	74	116	17	147	11	50	18	127	99	11	34	20	16	20	29	31	91	48	8	20	13	124	102	
22	75	37	28	39	88	74	17	58	69	18	71	16	134	18	15	91	17	85	27	22	52	32	70	16	110	13	58	29	72	59	14	39	18	7	23	20	19	58	15	15	11	9	45	53	
186	850	268	266	422	1070	872	223	517	670	145	914	205	1389	185	180	725	226	814	254	197	378	296	748	144	943	84	358	251	711	564	68	469	201	128	234	204	212	471	119	66	132	104	495	424	
2	10	2	1	12	27	13	4	12	13	2	27	4	29	5	1	15	1	19	3	0	6	3	19	1	19	1	8	6	4	5	0	6	4	3	4	6	4	11	4	1	2	1	19	19	
0	7	5	3	4	9	7	0	4	4	2	13	2	9	0	0	5	1	3	5	0	7	2	5	0	6	3	4	5	8	5	0	0	4	2	0	2	3	5	2	1	0	0	5	3	
1	8	2	2	5	14	15	2	4	5	1	5	2	18	3	1	3	1	5	0	1	2	3	10	0	10	1	3	2	2	2	0	1	0	1	2	1	1	4	0	1	0	0	9	9	
0	4	1	0	0	12	5	1	2	6	1	5	0	10	1	0	0	0	5	4	0	4	1	7	1	11	1	3	2	4	1	0	5	3	0	0	1	0	3	0	1	2	0	10	11	
