"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	
220	1658	2002	2723	1730	1915	1982	2392	418	242	761	1208	1830	1580	195	68	544	587	485	528	577	821	311	105	1872	1032	1797	
200	1500	1600	2000	1500	1500	1600	2000	350	230	700	1100	1500	1200	190	67	500	600	450	500	500	800	280	99	1700	750	1550	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178	1005	1268	1934	1275	1204	1306	1240	338	170	493	765	1280	1105	161	54	440	352	425	480	452	690	236	82	1039	623	1361	
22	51	53	52	84	31	31	18	12	17	16	90	33	41	25	10	21	41	25	16	16	30	34	8	24	29	66	
0	444	279	14	141	265	263	742	0	43	191	245	187	54	4	3	39	207	0	4	32	80	10	9	637	98	123	
22	51	53	52	84	31	31	18	12	17	16	90	33	41	25	10	21	41	25	16	16	30	34	8	24	29	66	
178	1005	1268	1934	1275	1204	1306	1240	338	170	493	764	1280	1104	161	54	440	352	425	480	452	690	236	82	1039	623	1361	
6	24	22	22	13	14	15	23	4	3	17	17	15	23	0	1	2	4	3	6	7	11	1	0	12	3	10	
194	1032	1299	1964	1346	1221	1322	1235	346	184	492	837	1298	1122	186	63	459	389	447	490	461	709	269	90	1051	649	1417	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	5	9	3	6	3	5	8	2	1	3	2	3	1	0	0	2	0	2	1	5	1	1	0	2	2	3	
26	150	209	307	218	230	274	247	33	19	72	119	250	159	9	12	69	25	51	68	51	117	19	5	189	121	207	
11	91	63	52	74	56	30	44	13	12	20	38	54	53	9	7	10	36	25	12	31	21	11	8	42	16	52	
149	757	963	1514	982	878	958	886	286	146	380	654	923	848	168	43	364	315	350	392	363	549	235	77	772	477	1108	
5	14	35	60	37	36	27	29	5	4	9	12	49	36	0	0	11	3	14	9	4	10	2	0	26	20	30	
2	5	6	10	10	3	6	8	0	2	2	4	7	10	0	0	2	2	1	3	3	3	0	0	5	3	4	
1	6	3	2	4	7	7	3	0	0	3	4	5	5	0	0	0	4	3	1	1	2	0	0	5	4	5	
0	4	11	16	15	8	15	10	7	0	3	4	7	10	0	1	1	4	1	4	3	6	1	0	10	6	8	
