"УИК №2501"	"УИК №2502"	"УИК №2503"	"УИК №2504"	"УИК №2505"	"УИК №2506"	"УИК №2507"	"УИК №2508"	"УИК №2509"	"УИК №2510"	"УИК №2511"	"УИК №2512"	"УИК №2513"	"УИК №2514"	"УИК №2515"	"УИК №2516"	"УИК №2517"	"УИК №2518"	"УИК №2519"	"УИК №2520"	"УИК №2521"	"УИК №2522"	"УИК №2523"	"УИК №2524"	"УИК №2525"	"УИК №2526"	"УИК №2527"	"УИК №2528"	"УИК №2529"	"УИК №2530"	"УИК №2531"	"УИК №2532"	"УИК №2533"	"УИК №2534"	"УИК №2535"	"УИК №2536"	
151	1077	493	177	475	553	172	83	119	424	583	977	502	1104	472	988	1040	1087	1084	913	312	1061	670	1018	718	1026	971	1061	561	399	652	131	205	479	1136	298	
153	1105	505	180	485	577	176	78	122	397	597	1005	520	1145	485	1035	1070	1090	1115	933	324	1098	655	1048	755	1035	992	1083	575	409	695	133	210	510	1195	310	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83	575	188	79	231	254	75	33	52	250	321	507	334	695	275	593	631	649	626	408	119	623	383	659	399	603	609	678	328	172	334	79	132	263	608	195	
7	72	32	2	24	14	6	0	1	12	20	8	4	7	11	17	25	19	15	10	2	25	20	14	3	10	15	10	24	21	24	0	4	12	14	9	
63	458	285	99	230	309	95	45	69	135	256	490	182	443	199	425	414	422	474	515	203	450	252	375	353	422	368	395	223	216	337	54	74	235	573	106	
7	72	32	2	24	14	6	0	1	12	20	8	4	7	11	17	25	19	15	10	2	25	20	14	3	10	15	10	24	21	24	0	4	12	14	9	
83	575	188	79	231	254	75	33	52	250	321	507	334	695	275	593	631	649	625	407	119	623	383	659	399	603	609	676	328	172	334	79	132	263	607	195	
3	14	5	3	9	6	1	0	2	7	4	16	8	20	11	9	11	18	15	15	6	18	10	14	12	11	16	18	3	1	7	1	2	0	17	2	
87	633	215	78	246	262	80	33	51	255	337	499	330	682	275	601	645	650	625	402	115	630	393	659	390	602	608	668	349	192	351	78	134	275	604	202	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	7	3	2	2	4	1	0	1	3	1	3	2	8	2	3	4	2	5	1	0	8	5	6	3	7	3	9	0	1	5	1	0	1	7	3	
15	180	53	12	82	79	25	4	6	59	102	181	94	248	80	203	207	207	166	137	38	191	115	174	115	192	199	204	101	46	89	5	2	24	169	68	
19	72	24	7	20	17	3	5	8	37	25	40	20	33	20	39	37	38	40	42	11	42	24	63	34	55	62	52	32	18	36	6	7	9	56	15	
49	356	130	57	136	155	50	24	33	152	207	259	201	371	166	336	379	393	392	212	65	368	236	394	229	330	333	379	202	119	204	65	122	231	356	111	
1	6	3	0	3	2	0	0	3	1	2	5	5	12	0	10	4	5	8	6	0	11	9	7	1	5	0	7	7	1	6	0	0	1	5	2	
0	6	1	0	3	2	0	0	0	0	0	3	2	0	3	3	6	2	3	1	0	3	3	4	2	8	7	8	2	3	8	1	3	4	3	2	
0	2	0	0	0	1	0	0	0	1	0	6	2	6	3	4	6	2	6	1	1	4	1	1	4	3	3	2	4	3	0	0	0	0	6	0	
1	4	1	0	0	2	1	0	0	2	0	2	4	4	1	3	2	1	5	2	0	3	0	10	2	2	1	7	1	1	3	0	0	5	2	1	
