"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	"УИК №96"	
2181	1166	1265	2206	1328	734	734	2136	1230	1153	2236	808	699	2126	1732	2181	1264	1343	1347	1124	1129	2454	2400	1385	1240	1094	845	1145	412	454	77	511	682	697	1125	528	108	345	326	537	96	77	
2200	1100	1200	2100	1300	720	750	2100	1250	1150	2200	800	650	2150	1750	2200	1300	1350	1350	1000	1100	2500	2400	1350	1200	1100	800	1150	400	450	70	500	650	700	1100	500	100	300	300	500	150	100	
0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	12	0	11	0	0	15	0	0	0	0	0	
1250	627	730	1324	729	410	287	1140	664	702	1363	466	360	1215	856	1014	654	666	796	572	671	1364	1319	645	585	555	454	698	225	294	48	316	393	393	498	326	77	237	169	259	60	77	
59	22	41	43	18	32	9	40	16	20	52	15	12	27	48	34	36	19	32	54	13	52	63	48	81	57	91	44	13	23	3	22	21	32	134	41	4	19	3	14	30	0	
891	431	429	733	553	278	454	920	570	428	785	319	278	908	846	1152	610	665	522	374	416	1084	1018	657	534	488	255	408	162	100	19	150	236	264	468	133	4	44	128	227	60	23	
59	42	41	43	18	32	9	40	16	20	52	15	12	27	48	34	36	19	32	54	13	52	63	48	81	57	91	44	13	56	3	34	21	43	134	41	19	19	3	14	30	0	
1249	627	730	1324	729	410	287	1140	664	702	1363	466	360	1215	856	1014	654	666	796	572	671	1364	1319	645	585	555	454	698	225	294	48	316	393	393	498	326	77	237	169	259	60	77	
12	8	22	22	4	2	2	13	3	9	16	10	7	24	10	18	5	9	13	8	12	25	32	18	11	8	16	14	0	2	0	5	1	6	6	5	2	3	2	1	6	0	
1296	661	749	1345	743	440	294	1167	677	713	1399	471	365	1218	894	1030	685	676	815	618	672	1391	1350	675	655	604	529	728	238	348	51	345	413	430	626	362	94	253	170	272	84	77	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	7	6	18	5	6	3	10	8	7	16	1	0	8	6	13	7	8	5	9	6	15	11	4	6	4	8	5	3	3	0	1	3	1	5	1	0	2	1	2	0	2	
186	93	104	184	103	38	28	139	107	103	209	57	64	155	121	185	97	107	150	79	101	242	234	105	85	88	58	92	40	40	2	19	44	38	42	35	6	19	26	41	13	8	
95	65	56	96	83	38	31	82	59	48	100	39	27	96	88	84	49	55	73	47	54	130	120	81	74	56	34	64	32	35	10	23	31	64	50	31	15	14	20	30	5	10	
946	480	554	989	523	348	224	886	477	521	1019	349	265	901	655	719	515	493	570	463	494	963	936	460	469	441	415	544	158	263	39	295	317	308	512	286	72	217	120	184	64	55	
14	6	9	23	5	3	3	19	6	11	18	11	0	19	5	13	5	3	5	4	7	13	19	6	8	8	4	5	2	4	0	2	3	4	2	4	1	1	0	3	0	2	
18	7	10	11	10	2	2	10	9	8	15	8	4	10	6	4	4	4	5	6	5	13	15	10	5	0	3	6	1	1	0	4	10	3	8	2	0	0	3	5	0	0	
4	1	6	10	5	1	0	10	2	4	12	2	4	18	9	8	2	3	3	5	2	7	6	0	6	5	5	5	1	2	0	1	3	2	4	1	0	0	0	7	0	0	
20	2	4	14	9	4	3	11	9	11	10	4	1	11	4	4	6	3	4	5	3	8	9	9	2	2	2	7	1	0	0	0	2	10	3	2	0	0	0	0	2	0	
