"УИК №448"	"УИК №449"	"УИК №450"	"УИК №451"	"УИК №452"	"УИК №453"	"УИК №454"	"УИК №455"	"УИК №456"	"УИК №457"	"УИК №458"	"УИК №459"	"УИК №460"	"УИК №461"	"УИК №462"	"УИК №463"	"УИК №464"	"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №1188"	
2330	2940	1767	1853	2249	2261	2070	1818	2023	2113	1105	2179	1440	1597	1690	1894	2001	1967	1707	2387	2658	1286	1249	2572	1729	1527	2064	2854	2195	2252	2377	1388	1248	749	318	2362	
2100	2700	1600	1700	2100	2000	1900	1600	1800	1900	900	2000	1300	1400	1500	1700	1800	1600	1400	2300	2600	1100	1100	2500	1600	1300	1900	2700	2100	2100	2200	1200	1100	700	400	2100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1286	1450	1133	1144	1323	1501	1347	1104	1202	1296	586	1360	854	857	987	1165	1178	1228	935	1509	1611	779	560	1415	905	751	1050	1160	1242	1246	1543	858	669	399	318	1177	
103	75	24	22	19	25	32	24	22	19	17	52	22	74	10	20	22	32	29	40	29	54	32	29	23	29	19	141	22	44	36	25	41	34	0	18	
711	1175	443	534	758	474	521	472	576	585	297	588	424	469	503	515	600	340	436	751	960	267	508	1056	672	520	831	1399	836	810	621	317	390	267	82	905	
103	75	24	22	19	25	32	24	22	19	17	52	22	74	10	20	22	32	29	40	29	54	32	29	23	29	19	141	22	44	36	25	41	34	0	18	
1286	1450	1133	1144	1323	1501	1347	1104	1202	1296	586	1359	854	857	987	1165	1178	1228	935	1506	1611	779	560	1415	905	751	1050	1160	1242	1244	1543	858	669	399	318	1177	
17	11	17	12	21	21	22	13	14	16	12	14	10	10	11	17	15	16	7	19	18	8	12	16	5	11	9	18	14	18	11	15	5	7	8	9	
1372	1514	1140	1154	1321	1505	1357	1115	1210	1299	591	1397	866	921	986	1168	1185	1244	957	1527	1622	825	580	1428	923	769	1060	1283	1250	1270	1568	868	705	426	310	1186	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	10	2	14	12	18	18	14	5	13	7	11	6	8	6	14	5	24	11	11	12	9	4	11	11	5	6	6	7	12	12	2	5	5	4	14	
141	221	153	132	167	199	192	175	155	171	68	202	147	123	168	156	173	159	125	227	225	116	44	218	135	73	128	141	166	123	173	109	92	34	14	170	
170	144	101	96	137	110	101	97	109	74	45	87	59	53	59	82	73	103	69	106	133	76	71	158	85	80	111	164	104	158	119	65	73	36	72	118	
955	1051	795	837	912	1035	927	726	839	923	412	961	578	653	629	827	822	854	694	1048	1139	561	437	980	641	572	773	917	921	913	1186	636	504	339	198	822	
23	34	28	24	33	47	45	39	40	43	19	56	26	49	61	42	51	51	21	62	56	19	9	25	15	12	19	14	20	23	35	22	14	7	13	26	
15	11	10	10	9	17	15	12	10	13	8	14	6	5	9	4	10	17	8	10	16	8	6	13	9	9	5	13	9	15	13	7	10	3	1	16	
26	18	20	15	25	26	22	24	24	33	10	21	20	14	26	21	30	15	11	32	19	15	5	10	14	11	6	14	14	18	13	10	5	0	5	10	
31	25	31	26	26	53	37	28	28	29	22	45	24	16	28	22	21	21	18	31	22	21	4	13	13	7	12	14	9	8	17	17	2	2	3	10	
