"УИК №2846"	"УИК №2847"	"УИК №2848"	"УИК №2849"	"УИК №2850"	"УИК №2851"	"УИК №2852"	"УИК №2853"	"УИК №2855"	"УИК №2856"	"УИК №2857"	"УИК №2858"	"УИК №2860"	"УИК №2861"	"УИК №2862"	"УИК №2863"	"УИК №2865"	"УИК №2866"	"УИК №2867"	"УИК №2868"	"УИК №2869"	"УИК №4070"	
1390	1266	1363	774	479	1039	311	916	279	1161	1197	271	839	597	587	844	682	796	702	1308	671	1199	
1280	1152	1149	690	439	941	291	833	235	1067	1076	244	752	571	546	758	632	720	646	1192	600	1087	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
869	798	787	524	299	612	184	525	161	794	753	169	437	369	377	474	413	450	442	721	360	700	
53	21	42	34	41	38	39	108	45	63	39	31	63	80	29	59	44	41	34	36	73	29	
358	333	320	132	99	291	68	200	29	210	284	44	252	122	140	225	175	229	170	435	167	358	
53	21	42	34	41	38	39	108	45	63	39	31	63	80	29	59	44	41	34	36	73	29	
869	798	787	524	299	612	184	525	161	794	753	169	437	369	377	474	413	450	442	721	360	700	
7	13	13	4	5	10	5	7	4	33	17	1	7	3	6	9	6	14	6	14	3	14	
915	806	816	554	335	640	218	626	202	824	775	199	493	446	400	524	451	477	470	743	430	715	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	9	1	0	3	1	1	4	0	2	3	0	1	3	1	3	0	2	1	3	1	5	
141	183	141	105	47	144	31	87	26	100	208	29	73	91	61	124	80	80	86	175	49	156	
25	33	34	27	11	29	9	32	12	31	19	4	34	20	23	27	18	15	20	32	18	37	
732	568	625	417	266	459	176	488	160	673	531	164	371	324	307	363	350	376	358	518	356	499	
3	6	4	2	1	1	1	6	0	6	6	1	7	3	3	0	2	3	2	6	3	8	
4	4	5	2	3	3	0	2	1	5	2	0	3	2	3	3	0	1	3	6	2	1	
6	2	2	1	2	3	0	3	1	5	2	0	1	2	1	2	1	0	0	3	0	2	
2	1	4	0	2	0	0	4	2	2	4	1	3	1	1	2	0	0	0	0	1	7	
