"УИК №1605"	"УИК №1732"	"УИК №1733"	"УИК №1734"	"УИК №1735"	"УИК №1736"	"УИК №1737"	"УИК №1738"	"УИК №1739"	"УИК №1740"	"УИК №1741"	"УИК №1742"	"УИК №1743"	"УИК №1744"	"УИК №1745"	"УИК №1746"	"УИК №1747"	"УИК №1748"	"УИК №1749"	"УИК №1750"	"УИК №1751"	"УИК №1752"	"УИК №1753"	"УИК №1754"	"УИК №1755"	"УИК №1756"	"УИК №1757"	"УИК №1758"	"УИК №1759"	"УИК №1760"	"УИК №1761"	"УИК №1762"	"УИК №1763"	"УИК №1764"	"УИК №1765"	"УИК №1766"	"УИК №1767"	"УИК №1768"	"УИК №1769"	"УИК №1770"	"УИК №1771"	"УИК №1772"	"УИК №1773"	"УИК №1774"	"УИК №1775"	"УИК №1776"	"УИК №1777"	"УИК №1778"	"УИК №1779"	"УИК №1780"	"УИК №1781"	
121	874	283	173	979	229	479	203	598	285	756	502	336	112	202	96	691	197	213	167	1430	1515	1200	411	1481	641	146	740	380	78	498	90	706	775	224	175	265	534	135	156	556	80	296	405	204	554	245	146	188	154	140	
132	899	292	165	1025	237	493	216	713	315	786	554	330	120	234	115	705	204	210	164	1380	1480	1150	405	1450	787	146	787	385	83	472	91	721	810	236	183	283	564	142	177	582	83	282	409	204	585	245	145	195	158	154	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72	543	162	112	622	141	266	101	396	160	418	370	205	61	171	69	436	123	146	121	832	787	615	203	836	410	118	460	256	52	267	44	389	487	130	110	128	270	91	91	331	43	166	265	148	370	153	59	104	93	97	
18	22	32	6	71	13	48	38	52	32	91	23	40	6	6	17	42	10	8	7	39	53	28	19	57	31	11	39	32	0	27	12	23	49	40	28	38	37	5	18	28	11	30	28	16	16	21	33	8	15	6	
42	334	98	47	332	83	179	77	265	123	277	161	85	53	57	29	227	71	56	36	509	640	507	183	557	346	17	288	97	31	178	35	309	274	66	45	117	257	46	68	223	29	86	116	40	199	71	53	83	50	51	
18	22	32	6	71	13	48	38	52	32	91	23	40	6	6	17	42	10	8	7	39	53	28	19	57	31	11	39	32	0	27	12	23	49	40	28	38	37	5	18	28	11	30	28	16	16	21	33	8	15	6	
72	543	162	112	622	141	266	101	396	160	417	370	205	61	171	69	436	123	146	121	832	787	615	203	836	410	118	460	256	52	267	44	389	487	130	110	128	270	91	91	331	43	166	265	148	370	153	59	104	93	97	
1	9	0	0	10	1	4	2	10	7	5	3	4	3	2	3	3	2	2	0	19	12	12	1	14	3	0	6	1	0	1	0	1	4	0	0	2	5	1	0	5	0	2	1	4	6	1	0	0	0	0	
89	556	194	118	683	153	310	137	438	185	503	390	241	64	175	83	475	131	152	128	852	828	631	221	879	438	129	493	287	52	293	56	411	532	170	138	164	302	95	109	354	54	194	292	160	380	173	92	112	108	103	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	3	0	4	2	5	1	5	0	1	1	2	0	2	1	0	1	4	5	5	1	4	2	0	2	0	0	2	0	1	3	0	0	1	1	0	0	0	0	0	0	2	4	0	0	0	0	1	
1	62	8	4	112	13	11	21	68	18	52	45	30	6	9	7	40	9	10	7	149	143	132	22	139	63	12	76	27	6	17	6	33	41	6	2	9	26	11	3	22	5	14	39	8	49	18	9	7	6	21	
7	67	26	14	59	14	24	16	33	22	42	24	21	9	16	7	25	11	23	10	67	51	42	22	57	52	14	50	25	7	19	3	28	37	11	12	17	30	0	14	17	6	17	18	14	33	31	2	15	13	11	
81	416	157	99	500	122	269	97	327	141	396	314	184	48	146	68	401	110	115	110	612	617	437	173	667	318	103	362	230	37	251	47	346	444	152	123	134	243	82	92	312	42	161	232	136	289	123	81	90	89	69	
0	5	2	0	3	4	1	0	2	2	4	4	0	0	1	1	2	0	1	0	6	4	6	1	4	1	0	3	3	0	0	0	2	3	0	1	2	0	0	0	2	1	0	3	0	3	1	0	0	0	1	
0	4	0	1	5	0	1	1	1	1	3	1	2	0	0	0	4	0	2	0	9	5	5	2	3	2	0	0	1	2	3	0	1	2	1	0	1	1	2	0	0	0	2	0	0	1	0	0	0	0	0	
0	0	1	0	1	0	0	0	1	0	1	2	2	0	0	0	0	0	1	0	3	2	1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	2	1	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	
