"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №655"	"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	
500	85	120	242	380	539	444	161	153	201	220	346	250	388	641	263	269	215	147	331	159	1356	213	1098	1119	1028	
510	90	130	260	400	500	460	150	160	180	220	360	240	360	670	270	270	260	180	340	150	1350	210	1040	1100	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195	41	44	94	217	179	199	38	63	78	92	147	102	149	254	85	103	99	81	90	69	845	156	648	736	662	
161	18	49	100	70	222	167	91	48	86	63	99	88	138	246	115	95	53	16	147	43	106	20	130	84	72	
154	31	37	66	113	99	94	21	49	16	65	114	50	73	170	70	72	108	83	103	38	399	34	262	280	266	
161	18	49	100	70	222	167	91	48	86	63	99	88	138	246	115	95	53	16	147	43	106	20	130	84	72	
195	41	44	94	217	179	199	38	63	78	92	147	102	149	254	85	103	99	81	90	69	845	156	647	736	662	
2	0	0	2	4	2	1	1	0	0	2	1	2	4	2	1	0	3	2	0	0	18	1	9	7	14	
354	59	93	192	283	399	365	128	111	164	153	245	188	283	498	199	198	149	95	237	112	933	175	768	813	720	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	0	1	2	2	2	2	1	0	1	0	2	2	1	5	0	1	0	0	3	1	8	2	6	10	8	
24	3	6	9	23	32	36	4	7	18	15	30	21	20	72	13	22	9	4	22	8	176	19	127	152	127	
40	10	3	15	16	15	29	14	5	23	17	28	29	31	30	24	25	18	12	22	9	86	19	88	60	66	
283	45	79	160	232	346	292	107	98	119	116	180	134	223	378	159	148	116	73	183	90	637	130	517	559	498	
2	0	3	5	5	1	2	1	0	2	2	3	1	0	7	1	1	2	2	3	1	9	4	14	8	10	
0	0	1	0	3	1	2	0	1	0	1	2	1	5	4	2	1	2	2	1	2	11	1	5	12	9	
1	1	0	1	1	1	2	0	0	0	1	0	0	2	2	0	0	0	0	3	0	4	0	4	5	1	
1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	2	2	0	1	2	0	7	7	1	
