"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	
268	45	82	1090	336	72	552	75	526	114	109	50	37	477	130	327	430	67	87	187	41	179	103	310	451	177	87	1293	632	142	364	449	527	502	445	1775	1814	2879	2377	2364	
175	40	70	940	350	55	480	65	440	95	100	50	30	400	115	270	365	60	80	155	35	155	90	275	380	150	75	950	540	125	310	410	450	435	385	1582	1448	2573	1940	2045	
7	0	0	57	47	0	12	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	9	0	0	188	31	0	0	40	0	9	0	1077	548	1915	920	1244	
168	31	57	508	139	46	290	45	304	66	48	17	15	242	58	185	191	27	48	77	23	89	44	165	296	76	37	542	313	75	157	252	275	221	262	353	662	509	718	587	
0	0	0	19	5	4	23	0	12	0	0	0	0	4	0	9	10	0	2	0	0	0	10	0	5	1	0	31	12	0	2	19	10	6	15	4	5	6	63	3	
0	9	13	356	159	5	155	20	124	29	52	33	15	146	57	76	164	33	30	78	12	62	36	110	70	73	38	189	184	50	151	99	165	199	108	148	233	143	239	211	
7	0	0	76	52	4	35	0	12	0	0	0	0	12	0	9	10	0	2	0	0	4	10	0	14	1	0	219	43	0	2	59	10	15	15	1081	553	1921	983	1247	
168	31	57	507	139	46	290	45	304	66	48	17	15	242	58	185	191	27	48	77	23	89	44	165	296	76	37	542	313	75	157	252	275	221	262	353	662	509	718	587	
2	1	0	3	4	0	1	0	0	1	0	0	0	3	0	0	1	0	0	1	0	0	0	0	3	0	0	3	5	1	2	0	2	2	3	19	21	37	31	35	
173	30	57	580	187	50	324	45	316	65	48	17	15	251	58	194	200	27	50	76	23	93	54	165	307	77	37	758	351	74	157	311	283	234	274	1415	1194	2393	1670	1799	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	5	1	0	3	0	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3	1	0	4	1	0	0	1	1	3	2	14	2	16	13	18	
10	0	3	55	15	3	17	1	27	4	4	1	2	9	8	38	20	2	0	12	1	12	2	30	39	4	8	89	10	5	7	11	9	17	0	217	156	440	195	293	
10	1	3	65	24	2	34	4	36	2	4	1	1	14	4	8	18	4	5	5	6	10	8	19	10	6	5	91	15	8	14	29	15	15	17	208	153	316	204	236	
149	29	48	439	140	42	263	39	242	58	38	15	12	223	46	147	160	20	45	58	15	70	44	111	242	65	24	554	319	58	132	261	254	176	250	907	834	1509	1173	1175	
2	0	0	7	4	0	3	1	4	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	7	1	0	8	3	1	2	4	4	15	3	31	27	59	42	43	
0	0	0	4	0	1	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	1	2	0	1	0	3	2	12	7	17	6	6	
1	0	2	3	2	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	2	0	0	2	2	0	1	3	0	3	0	17	8	17	15	12	
0	0	1	2	1	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	1	0	2	0	9	7	19	22	16	
