"УИК №3701"	"УИК №3702"	"УИК №3703"	"УИК №3704"	"УИК №3705"	"УИК №3706"	"УИК №3707"	"УИК №3708"	"УИК №3709"	"УИК №3710"	"УИК №3711"	"УИК №3712"	"УИК №3713"	"УИК №3714"	"УИК №3715"	"УИК №3716"	"УИК №3717"	"УИК №3718"	"УИК №3719"	"УИК №3720"	"УИК №3721"	"УИК №3722"	"УИК №3723"	"УИК №3724"	"УИК №3725"	
951	470	188	91	174	850	608	200	735	143	98	791	242	206	257	261	369	215	146	204	190	365	193	207	74	
898	425	240	93	174	816	571	180	713	137	93	746	230	219	255	252	381	189	132	179	179	351	186	196	65	
0	0	0	0	0	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	
569	257	146	69	111	525	358	132	476	104	62	498	129	137	183	162	241	163	94	116	39	224	116	130	13	
33	20	18	14	25	34	41	5	43	7	0	192	66	28	9	12	22	14	6	11	57	21	7	15	8	
296	148	76	10	38	240	158	43	194	26	31	56	35	54	63	78	118	12	32	52	74	106	63	51	44	
33	20	18	14	25	51	55	5	43	7	0	192	66	28	9	12	22	14	6	11	66	21	7	15	8	
569	257	146	69	111	525	358	132	476	104	62	498	129	137	183	162	241	163	94	116	39	224	116	130	13	
2	5	1	0	2	33	12	2	4	0	0	0	0	1	0	1	1	3	0	2	0	3	2	0	0	
600	272	163	83	134	543	401	135	515	111	62	690	195	164	192	173	262	174	100	125	105	242	121	145	21	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	2	2	0	1	3	0	1	2	0	0	0	1	1	3	1	2	3	0	0	0	0	3	4	0	
112	72	17	19	26	118	83	28	85	5	6	16	15	21	19	7	26	16	8	6	13	66	18	15	2	
46	18	12	17	16	42	32	15	27	11	4	7	16	21	15	16	35	13	6	8	15	14	16	12	0	
428	175	125	45	88	372	286	85	392	91	51	662	158	113	154	142	195	138	86	110	75	156	83	106	19	
3	2	3	0	1	4	0	0	3	2	0	4	3	4	1	1	1	1	0	1	1	1	0	2	0	
3	3	3	2	1	1	0	4	2	0	1	1	2	3	0	3	1	0	0	0	0	4	0	4	0	
1	0	1	0	0	2	0	0	2	1	0	0	0	0	0	2	0	2	0	0	1	1	1	1	0	
1	0	0	0	1	1	0	2	2	1	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	
