"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	"УИК №439"	"УИК №440"	"УИК №441"	"УИК №442"	"УИК №443"	"УИК №444"	"УИК №445"	"УИК №446"	"УИК №447"	"УИК №448"	"УИК №449"	
1721	1752	1396	760	1114	1194	1193	1799	1033	1783	1133	1325	828	603	165	121	184	318	370	518	382	120	984	238	277	382	514	374	173	186	495	287	552	360	496	442	197	838	201	504	
1500	1500	1200	570	930	1000	890	1550	890	1570	1000	1170	760	560	140	100	180	300	330	470	370	120	920	220	260	360	470	350	160	180	470	250	500	340	480	400	170	750	170	450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1121	1135	931	449	625	632	577	1050	551	801	651	698	400	279	81	37	72	206	213	326	179	70	623	134	101	201	336	228	92	90	251	140	303	212	190	267	127	554	132	298	
65	77	34	76	51	58	173	56	31	85	41	58	33	33	15	35	34	68	44	49	94	40	78	26	71	47	78	30	47	48	82	76	69	30	108	32	10	79	11	54	
314	288	235	45	254	310	140	444	308	684	308	414	327	248	44	28	74	26	73	95	97	10	219	60	88	112	56	92	21	42	137	34	128	98	182	101	33	117	27	98	
65	77	34	76	51	58	173	56	31	85	41	58	33	33	15	35	34	68	44	49	94	40	78	26	71	47	78	30	47	48	82	76	69	30	108	32	10	79	11	54	
1121	1135	931	449	625	632	577	1050	551	801	651	698	400	279	81	37	72	206	213	326	179	70	623	134	101	201	336	228	92	90	251	140	303	212	190	267	127	554	132	298	
20	19	11	8	10	8	11	11	5	9	5	12	8	3	3	0	0	3	1	1	1	1	10	2	0	1	2	0	0	2	2	1	3	0	4	3	1	3	0	5	
1166	1193	954	517	666	682	739	1095	577	877	687	744	425	309	93	72	106	271	256	374	272	109	691	158	172	247	412	258	139	136	331	215	369	242	294	296	136	630	143	347	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	5	6	4	8	6	4	6	2	7	3	7	4	5	0	0	0	1	0	1	5	0	3	0	6	2	6	1	0	0	2	1	2	0	0	2	1	2	0	3	
144	158	143	56	94	90	90	132	87	124	127	106	71	45	13	9	11	8	42	52	26	4	93	9	10	25	54	17	9	9	27	15	59	32	27	44	10	41	9	20	
95	85	89	68	50	53	75	100	51	86	56	69	42	28	9	11	12	27	22	24	28	6	76	17	23	28	45	27	9	14	32	24	46	20	38	25	11	55	13	24	
868	895	687	369	477	509	537	814	418	634	470	538	291	222	68	51	82	231	190	289	207	98	506	129	128	186	292	212	120	108	260	165	257	186	219	216	106	520	121	295	
18	20	10	4	21	9	13	14	5	3	13	8	3	1	2	0	0	1	1	1	2	0	5	2	4	2	6	0	0	3	3	2	2	2	6	3	3	6	0	2	
10	7	7	5	4	6	8	13	5	11	7	8	7	4	1	1	1	2	0	3	1	0	3	1	0	3	4	0	1	1	3	2	1	2	4	5	1	2	0	2	
12	12	6	4	8	3	6	11	8	10	7	3	4	3	0	0	0	1	0	4	2	0	4	0	1	1	4	0	0	1	3	5	1	0	0	0	1	2	0	1	
9	11	6	7	4	6	6	5	1	2	4	5	3	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	3	2	0	0	
