"УИК №526"	"УИК №530"	"УИК №531"	"УИК №532"	"УИК №533"	"УИК №534"	"УИК №535"	"УИК №536"	"УИК №537"	"УИК №538"	"УИК №539"	"УИК №540"	"УИК №541"	"УИК №542"	"УИК №543"	"УИК №544"	"УИК №545"	"УИК №546"	"УИК №547"	"УИК №549"	"УИК №552"	"УИК №553"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	
644	442	534	98	392	152	1957	1097	190	189	654	80	474	187	140	1235	845	301	597	557	568	337	348	153	159	157	168	436	123	127	
823	531	654	111	436	213	2059	1157	308	239	843	98	595	209	196	1322	881	292	524	721	633	484	401	164	174	177	187	482	152	134	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
426	337	410	79	270	87	1265	717	180	127	548	63	309	120	92	773	551	188	379	440	379	252	270	106	106	127	109	354	80	77	
101	26	19	1	24	23	55	53	10	11	39	3	39	12	22	39	33	30	42	12	23	29	23	7	9	9	9	14	21	13	
296	168	225	31	142	103	739	387	118	101	256	32	247	77	82	510	297	74	103	269	231	203	108	51	59	41	69	114	51	44	
101	26	19	1	24	23	55	53	10	11	39	3	39	12	22	39	33	30	42	12	23	29	23	7	9	9	9	14	21	13	
426	337	410	79	270	87	1264	716	180	127	548	63	309	120	92	773	551	188	379	440	379	252	270	106	106	127	109	354	80	77	
2	4	2	0	1	2	24	7	0	2	6	0	5	1	1	11	15	6	3	3	8	4	3	0	1	0	0	2	2	0	
525	359	427	80	293	108	1295	762	190	136	581	66	343	131	113	801	569	212	418	449	394	277	290	113	114	136	118	366	99	90	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	4	3	1	3	2	11	7	0	0	1	0	2	3	3	8	1	0	1	2	4	2	1	2	0	0	0	2	0	0	
74	41	83	6	53	13	239	141	17	11	61	6	39	12	8	177	129	40	47	64	62	18	37	14	10	14	6	29	7	4	
43	47	28	3	15	16	123	59	10	12	69	4	24	18	12	92	40	27	26	53	34	15	8	3	6	9	24	22	6	8	
392	259	306	69	214	76	877	532	162	107	446	56	267	95	85	503	379	138	329	319	291	237	236	93	96	111	85	309	85	77	
3	2	4	1	1	0	15	9	0	1	1	0	4	0	0	3	5	2	2	4	1	1	1	0	1	2	3	0	0	0	
5	5	2	0	3	0	15	4	1	1	2	0	6	2	4	11	8	2	8	5	2	2	4	0	0	0	0	2	1	1	
4	1	0	0	4	0	7	4	0	0	1	0	0	1	0	5	3	2	2	1	0	1	1	1	1	0	0	2	0	0	
2	0	1	0	0	1	8	6	0	4	0	0	1	0	1	2	4	1	3	1	0	1	2	0	0	0	0	0	0	0	
