"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	
2729	1500	173	201	179	236	70	291	100	163	117	178	488	139	71	100	655	194	150	618	140	124	169	196	401	135	423	77	314	341	
2500	1500	170	200	190	250	80	310	100	170	120	180	550	130	70	100	650	200	150	600	140	130	170	200	450	150	400	80	340	370	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1494	780	90	109	93	113	32	163	55	73	67	92	284	96	47	68	335	100	86	377	91	94	105	131	229	75	199	52	182	163	
92	115	22	11	27	27	10	52	7	24	12	13	60	16	5	7	66	46	31	37	8	13	5	13	31	10	62	8	30	67	
914	605	58	80	70	110	38	95	38	73	41	75	206	18	18	25	249	54	33	186	41	23	60	56	190	65	139	20	128	140	
92	115	22	11	27	27	10	52	7	24	12	13	60	16	5	7	66	46	31	37	8	13	5	13	31	10	62	8	30	67	
1494	780	90	109	93	113	32	163	55	73	67	92	284	96	47	68	335	100	86	377	91	94	105	131	229	75	199	52	182	163	
15	7	0	1	1	0	0	2	0	0	0	1	4	1	0	0	9	0	0	5	0	0	0	0	6	0	3	0	2	4	
1571	888	112	119	119	140	42	213	62	97	79	104	340	111	52	75	392	146	117	409	99	107	110	144	254	85	258	60	210	226	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	10	0	2	0	0	0	1	0	1	3	1	2	0	0	2	5	2	2	6	0	1	0	0	2	0	3	0	0	3	
276	156	4	7	13	14	0	28	3	6	21	12	39	5	4	12	55	20	17	74	17	13	7	23	41	5	41	7	36	37	
155	69	4	17	8	11	3	14	5	5	8	14	35	24	6	8	57	19	17	37	7	11	9	13	20	4	30	9	22	24	
1068	624	99	88	91	109	37	164	54	83	45	73	257	80	42	51	253	97	77	280	73	80	94	101	184	74	177	41	147	158	
24	6	4	2	4	4	2	2	0	0	1	2	3	0	0	0	5	3	4	5	0	0	0	3	2	1	4	2	1	1	
17	5	0	2	2	2	0	2	0	0	1	0	1	0	0	1	9	4	0	4	1	2	0	1	2	1	1	0	1	0	
14	9	1	1	0	0	0	1	0	0	0	1	3	2	0	0	5	0	0	0	1	0	0	2	2	0	0	0	1	2	
11	9	0	0	1	0	0	1	0	2	0	1	0	0	0	1	3	1	0	3	0	0	0	1	1	0	2	1	2	1	
