"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	
1394	2596	2549	2560	1035	1459	1493	1302	1499	1339	1537	1616	1469	1436	1656	1436	1465	924	346	488	513	486	433	593	2296	1141	2487	1253	1505	364	454	1752	333	593	2397	1221	2124	2526	358	527	937	831	360	386	232	881	365	425	
1400	2600	2450	2650	1500	1500	1450	1250	1400	1350	1500	1550	1450	1500	1650	1400	1450	900	300	450	500	500	350	550	2300	1100	2500	1200	1450	350	400	1700	250	550	2100	1200	2100	2400	300	500	900	800	350	350	200	900	350	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
995	1395	1411	1787	869	915	1046	900	1006	666	1034	1094	1003	1005	1148	1045	1007	571	231	317	293	305	258	294	1478	787	1839	731	1071	216	265	1170	106	259	1645	970	1421	1570	185	299	549	572	155	229	150	667	247	273	
30	168	122	88	166	117	23	34	92	42	46	41	44	26	19	27	32	103	56	42	58	62	63	99	178	80	27	271	56	61	77	69	134	125	102	76	66	12	83	98	149	40	131	67	29	102	26	42	
375	1037	917	775	465	468	381	316	302	642	420	415	403	469	483	328	411	226	13	91	149	133	29	157	644	233	634	198	323	73	58	461	10	166	353	154	613	818	32	103	202	188	64	54	21	131	77	85	
30	168	122	88	166	117	23	34	92	42	46	41	44	26	19	27	32	103	56	42	58	62	63	99	178	80	27	271	56	61	77	69	134	125	102	76	66	12	83	98	149	40	131	67	29	102	26	42	
995	1395	1411	1787	869	915	1046	900	1006	666	1034	1094	1003	1005	1148	1045	1007	571	231	317	293	305	258	294	1478	787	1839	731	1071	216	265	1170	106	259	1645	970	1421	1570	185	299	549	572	155	229	150	667	247	273	
3	15	9	11	10	8	5	7	3	3	10	4	9	5	7	8	6	1	0	1	0	3	3	0	11	3	16	8	11	2	2	6	0	3	12	4	4	9	1	1	2	3	1	0	2	4	0	2	
1022	1548	1524	1864	1025	1024	1064	927	1095	705	1070	1131	1038	1026	1160	1064	1033	673	287	358	351	364	318	393	1645	864	1850	994	1116	275	340	1233	240	381	1735	1042	1483	1573	267	396	696	609	285	296	177	765	273	313	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	11	13	15	2	9	10	3	3	2	5	6	5	1	4	2	6	2	0	0	1	2	4	5	10	5	1	4	10	2	1	6	2	0	8	6	4	16	3	1	2	3	0	3	2	3	2	5	
90	157	162	158	86	111	92	82	74	71	98	90	78	80	200	98	88	54	17	50	28	24	14	55	90	50	120	69	110	16	19	102	8	43	188	69	120	197	15	21	59	27	7	21	11	27	28	26	
63	78	90	104	53	52	52	54	65	51	52	70	52	49	112	52	72	24	15	15	29	23	24	19	98	33	85	43	72	18	19	55	18	28	89	40	79	106	16	22	29	29	12	11	11	12	8	14	
827	1259	1210	1534	855	829	884	765	929	562	885	932	875	874	817	879	844	576	249	284	289	310	261	303	1364	746	1601	859	894	224	295	1032	211	293	1399	904	1236	1167	228	344	591	538	259	256	150	708	229	263	
17	12	20	19	17	8	7	9	8	9	5	11	9	5	12	11	12	4	3	4	1	3	2	6	50	13	15	7	10	10	3	20	1	6	21	10	17	39	2	3	7	5	2	3	2	2	4	2	
6	10	11	8	5	5	7	7	7	4	8	8	10	8	6	8	1	8	1	3	3	1	6	3	11	5	11	7	8	0	2	3	0	3	7	2	13	8	0	4	4	2	3	0	1	4	0	2	
9	6	6	8	2	5	10	4	6	3	4	9	5	6	3	8	6	5	2	2	0	0	2	1	17	7	8	2	7	3	0	10	0	1	12	9	8	22	2	0	3	1	1	0	0	7	2	0	
4	15	12	18	5	5	2	3	3	3	13	5	4	3	6	6	4	0	0	0	0	1	5	1	5	5	9	3	5	2	1	5	0	7	11	2	6	18	1	1	1	4	1	2	0	2	0	1	
