"УИК №383"	"УИК №384"	"УИК №385"	"УИК №386"	"УИК №387"	"УИК №388"	"УИК №389"	"УИК №390"	"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №398"	"УИК №399"	"УИК №400"	"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	
747	438	247	478	506	1057	543	411	909	454	437	462	249	155	127	282	255	283	315	1205	1995	1016	1550	269	294	402	324	313	149	266	247	217	
770	426	272	484	510	1068	553	433	933	463	458	491	248	161	121	285	252	289	331	1215	2060	1055	1618	269	291	405	331	328	140	270	263	207	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
463	348	100	315	307	565	382	240	542	252	330	326	198	113	71	210	191	200	235	799	1551	634	1198	173	179	229	220	289	116	132	188	171	
221	60	112	48	91	94	75	99	118	68	44	97	26	32	39	41	38	60	38	102	85	48	70	54	76	113	74	12	15	93	49	23	
86	18	60	121	112	409	96	94	273	143	84	68	24	16	11	34	23	29	58	314	424	373	350	42	36	63	37	27	9	45	26	13	
221	60	112	48	91	94	75	99	118	68	44	97	26	32	39	41	38	60	38	102	85	48	70	54	76	113	74	12	15	93	49	23	
463	348	100	315	307	565	382	240	542	252	330	326	198	113	71	210	191	200	235	799	1551	634	1198	173	179	229	220	289	116	132	188	171	
5	7	16	1	6	7	7	3	5	1	6	11	6	7	0	0	0	0	0	6	18	8	14	6	4	1	1	1	0	3	0	6	
679	401	196	362	392	652	450	336	655	319	368	412	218	138	110	251	229	260	273	895	1618	674	1254	221	251	341	293	300	131	222	237	188	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	5	2	1	2	5	6	0	7	1	3	0	2	0	0	3	1	0	0	8	12	7	5	1	0	1	2	1	0	0	1	0	
46	20	9	65	38	116	87	50	99	45	33	33	16	7	12	15	28	41	36	144	195	110	136	16	28	42	36	26	7	18	14	8	
35	19	8	21	32	28	34	31	40	31	31	31	14	4	6	4	12	9	30	53	110	54	73	15	17	17	9	15	3	14	13	7	
571	352	170	267	318	492	320	253	503	237	294	343	184	124	92	224	184	207	202	662	1270	490	1007	184	199	276	241	255	120	185	207	171	
8	2	3	2	0	4	1	1	0	2	3	0	0	0	0	1	2	1	4	11	16	6	13	1	1	0	0	2	0	3	0	1	
7	2	1	4	1	7	1	0	4	1	1	4	1	3	0	4	1	0	1	5	9	3	7	2	6	2	2	0	1	1	2	0	
4	1	3	1	1	0	1	1	2	2	2	0	1	0	0	0	0	1	0	7	5	1	8	1	0	0	1	0	0	0	0	0	
1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	5	1	3	5	1	0	3	2	1	0	1	0	1	
