"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	
1465	577	2447	2391	2520	1314	1142	2372	1092	2602	2735	542	358	690	575	229	336	416	587	459	700	
1400	550	2500	2300	2100	1300	1200	2300	1100	2550	2400	500	350	700	600	200	350	550	650	450	750	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
980	332	1584	1507	1730	837	708	1494	694	1662	1904	367	285	470	432	172	257	321	444	293	432	
70	71	52	207	76	28	98	51	26	66	82	40	17	43	37	12	27	34	34	37	53	
350	147	864	586	294	435	394	755	380	822	414	93	48	187	131	16	66	195	172	120	265	
70	71	52	207	76	28	98	51	26	66	82	40	17	43	37	12	27	34	34	37	53	
980	332	1583	1507	1730	837	708	1494	694	1662	1904	367	285	470	432	172	257	321	444	293	432	
16	2	17	17	25	4	18	20	10	26	25	1	6	6	7	0	1	2	8	5	8	
1034	401	1618	1697	1781	861	788	1525	710	1702	1961	406	296	507	462	184	283	353	470	325	477	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	2	12	16	7	5	4	16	7	12	15	1	1	2	4	0	1	1	2	0	4	
112	32	194	193	154	105	101	171	81	209	247	28	32	49	38	15	12	21	50	36	37	
67	54	124	118	160	81	43	101	76	125	161	32	16	55	31	19	8	30	52	23	60	
809	301	1211	1302	1363	648	598	1172	510	1283	1451	337	243	388	378	145	254	287	356	258	361	
21	8	40	32	54	7	21	31	15	33	50	1	2	6	4	0	4	8	2	5	5	
5	1	18	13	13	8	6	12	7	17	11	2	1	4	4	4	0	2	4	0	7	
5	0	13	13	16	2	11	10	9	11	11	1	0	2	3	1	1	2	3	2	2	
7	3	6	10	14	5	4	12	5	12	15	4	1	1	0	0	3	2	1	1	1	
