"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	"УИК №1021"	"УИК №1022"	"УИК №1023"	"УИК №1024"	"УИК №1025"	"УИК №1026"	
1962	52	287	340	203	149	124	98	125	99	188	153	98	380	256	112	116	548	209	180	162	125	317	271	35	81	
2100	55	300	350	215	155	130	100	120	105	185	160	110	400	270	115	120	580	225	185	170	125	330	280	35	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	
945	36	188	165	92	90	79	41	82	50	90	85	62	161	123	57	77	205	115	87	85	68	149	138	21	57	
66	0	20	50	16	7	9	17	24	10	12	9	5	18	24	14	13	92	14	15	4	15	34	37	4	7	
1089	19	92	135	107	58	42	42	14	45	83	66	43	204	123	44	30	283	96	83	81	42	147	105	10	16	
66	0	20	50	16	7	9	17	24	10	12	9	5	35	24	14	13	92	14	15	4	15	34	37	4	7	
945	36	188	165	92	90	79	41	82	50	90	85	62	161	123	57	77	205	115	87	85	68	149	138	21	57	
10	0	1	1	0	0	1	0	1	0	0	1	2	2	0	0	0	2	2	1	1	0	1	2	0	0	
1001	36	207	214	108	97	87	58	105	60	102	93	65	194	147	71	90	295	127	101	88	83	182	173	25	64	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	3	1	0	1	0	2	2	1	2	
135	0	7	18	6	12	3	3	5	4	13	3	2	14	4	3	10	56	3	9	3	9	10	9	0	6	
115	3	30	14	11	5	16	3	18	11	11	10	12	34	10	11	4	29	8	11	9	8	16	16	2	1	
735	33	168	181	91	80	68	51	79	44	77	78	50	143	131	57	75	203	114	81	72	66	151	145	20	54	
3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	2	1	0	0	0	3	0	2	0	
5	0	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	1	
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	
