"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	"УИК №436"	"УИК №437"	"УИК №438"	
1717	1812	1662	757	1135	270	292	753	804	253	327	108	175	226	168	790	958	88	683	337	344	147	593	100	337	300	202	
1600	1800	1600	700	1100	250	260	750	800	250	300	100	150	200	160	800	900	85	650	300	350	130	600	95	300	300	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1360	1445	1323	621	751	210	181	552	626	215	239	70	118	161	140	586	691	67	542	264	260	103	458	82	255	247	160	
175	106	120	32	119	29	67	111	99	26	39	22	30	31	7	106	94	6	62	24	34	25	58	13	31	30	20	
65	249	157	47	230	11	12	87	75	9	22	8	2	8	13	108	115	12	46	12	56	2	84	0	14	23	20	
175	106	120	32	119	29	67	111	99	26	39	22	30	31	7	106	93	6	62	24	34	25	58	13	31	30	20	
1360	1443	1323	621	751	210	181	552	626	215	239	70	118	161	140	586	691	67	542	264	260	103	458	82	255	247	160	
0	4	2	3	7	0	0	3	1	0	0	1	0	0	2	0	2	2	2	0	1	0	0	0	0	0	0	
1535	1545	1441	650	863	239	248	660	724	241	278	91	148	192	145	692	782	71	602	288	293	128	516	95	286	277	180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	7	2	0	1	0	0	2	1	2	0	0	1	0	0	3	2	0	3	0	0	0	1	0	0	1	0	
48	40	67	11	57	6	14	16	21	8	5	3	6	7	2	7	34	4	34	10	10	2	15	0	5	10	3	
21	63	37	21	40	3	6	8	10	9	6	2	4	2	2	13	8	2	16	4	4	4	6	0	8	2	3	
1461	1422	1329	618	750	228	227	630	689	222	264	86	136	183	140	659	722	65	540	274	278	122	491	95	272	257	173	
2	0	2	0	6	2	0	2	1	0	2	0	0	0	1	2	7	0	4	0	1	0	2	0	0	0	0	
1	4	1	0	5	0	1	1	0	0	1	0	1	0	0	5	6	0	2	0	0	0	1	0	1	4	1	
1	4	2	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	3	0	
0	5	1	0	4	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	
