"УИК №1401"	"УИК №1402"	"УИК №1403"	"УИК №1404"	"УИК №1405"	"УИК №1406"	"УИК №1407"	"УИК №1408"	"УИК №1409"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	"УИК №1422"	"УИК №1423"	"УИК №1424"	"УИК №1425"	"УИК №1426"	"УИК №1427"	
1661	1055	1574	2454	193	606	1023	809	332	246	2261	2065	1022	470	2482	898	2064	2806	1917	749	923	2557	1211	1467	1284	936	2114	
1680	1080	1640	2500	200	620	1060	800	344	250	2250	2050	1000	450	2450	900	2050	2840	1960	750	940	2600	1250	1530	1300	950	1987	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1180	759	844	1664	152	433	750	448	205	111	1280	1122	581	240	2011	702	1882	1931	1252	500	658	1840	925	1000	1116	561	1106	
54	42	180	175	13	24	57	22	9	22	28	31	8	4	34	18	96	121	123	81	31	37	100	100	14	96	24	
446	279	616	661	35	163	253	330	130	117	942	897	411	206	405	180	72	788	585	169	251	723	225	430	170	293	857	
54	42	180	175	13	24	57	22	9	22	28	31	8	4	34	18	96	121	123	81	31	37	100	100	14	96	24	
1180	759	844	1664	152	433	750	448	205	111	1279	1122	581	240	2011	702	1882	1931	1237	500	658	1840	925	1000	1116	561	1106	
28	3	11	3	0	2	4	9	7	2	15	3	1	1	0	0	9	6	0	0	9	3	1	0	0	1	6	
1206	798	1013	1836	165	455	803	461	207	131	1292	1150	588	243	2045	720	1969	2046	1360	581	680	1874	1024	1100	1130	656	1124	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	0	2	0	5	0	0	0	0	8	1	2	1	1	0	2	5	1	1	11	5	1	3	2	1	3	
113	106	178	18	9	42	29	82	14	30	258	207	83	29	14	12	39	119	36	11	81	178	11	104	59	79	173	
11	11	30	1	6	25	13	27	1	1	21	5	12	10	6	1	8	34	10	7	41	23	3	13	20	9	14	
1041	673	786	1814	149	378	761	344	192	99	974	932	485	197	2016	706	1899	1857	1312	556	508	1658	1005	969	1040	552	913	
14	3	10	1	0	3	0	6	0	0	9	0	3	5	2	1	4	4	0	2	10	4	2	2	2	9	5	
8	2	6	0	1	2	0	1	0	0	10	1	0	0	0	0	5	10	0	2	9	4	1	5	3	3	6	
7	2	1	0	0	0	0	1	0	1	6	1	1	1	2	0	1	8	0	1	12	1	0	4	3	3	6	
7	0	2	0	0	0	0	0	0	0	6	3	2	0	4	0	11	9	1	1	8	1	1	0	1	0	4	
