"УИК №945"	"УИК №946"	"УИК №947"	"УИК №948"	"УИК №949"	"УИК №950"	"УИК №951"	"УИК №952"	"УИК №953"	"УИК №954"	"УИК №955"	"УИК №956"	"УИК №957"	"УИК №958"	"УИК №959"	"УИК №960"	"УИК №961"	"УИК №962"	"УИК №963"	"УИК №964"	"УИК №965"	"УИК №966"	"УИК №967"	"УИК №968"	"УИК №969"	"УИК №970"	"УИК №1057"	"УИК №1058"	"УИК №1059"	
509	948	895	405	466	327	424	410	540	255	278	138	366	848	123	156	280	322	1009	994	960	1979	535	560	463	538	245	154	70	
500	960	900	380	470	340	410	400	550	260	280	130	360	860	125	150	280	320	1020	1000	980	1960	550	560	460	550	260	140	70	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
313	454	415	197	242	144	257	257	269	156	151	77	193	394	42	52	129	168	653	543	622	1228	297	268	208	286	99	53	26	
53	124	112	69	63	49	59	37	30	23	26	24	29	95	45	59	45	34	59	84	80	158	81	49	49	44	18	42	19	
134	382	373	114	165	147	94	106	251	81	103	29	138	371	38	39	106	118	308	373	278	574	172	243	203	220	143	45	25	
53	124	112	69	63	49	59	37	30	23	26	24	29	95	45	59	45	34	59	84	80	158	81	49	49	44	18	42	19	
313	454	415	197	242	144	257	257	269	156	151	77	193	394	42	52	129	168	653	543	622	1228	297	268	208	286	99	53	26	
3	10	5	1	3	0	3	2	4	1	0	0	2	4	0	2	1	2	7	10	11	21	7	5	4	4	3	0	0	
363	568	522	265	302	193	313	292	295	178	177	101	220	485	87	109	173	200	705	617	691	1365	371	312	253	326	114	95	45	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	4	7	2	3	1	1	1	1	0	0	1	2	4	1	0	0	0	2	3	6	8	1	1	1	1	0	5	0	
33	69	44	24	34	11	37	28	33	21	26	2	29	40	10	18	23	32	132	101	147	280	55	47	47	39	10	4	8	
24	54	62	34	42	13	26	41	24	14	18	6	21	73	7	10	9	30	64	65	55	120	54	37	30	45	13	11	5	
298	433	402	201	220	165	241	215	230	141	131	90	166	357	68	80	136	134	485	432	459	898	252	218	174	226	88	72	30	
2	5	3	0	0	1	2	4	5	2	0	1	0	5	1	1	0	0	5	2	8	21	3	5	1	5	0	1	0	
3	2	3	1	2	1	2	2	2	0	1	0	2	3	0	0	0	1	6	4	7	21	2	3	0	4	0	1	1	
2	0	1	2	1	1	1	0	0	0	1	0	0	3	0	0	2	0	8	6	3	6	4	0	0	3	2	0	0	
1	1	0	1	0	0	3	1	0	0	0	1	0	0	0	0	3	3	3	4	6	11	0	1	0	3	1	1	1	
