"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	
1418	1301	1391	1430	1447	285	545	138	121	251	421	264	176	123	631	311	264	161	150	637	106	265	109	288	415	
1450	1350	1450	1450	1450	250	550	150	150	250	450	250	150	100	600	300	250	150	150	650	100	250	100	300	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
682	706	675	699	644	112	311	85	51	157	254	164	115	80	360	201	139	112	72	295	58	137	61	106	230	
47	106	49	139	73	20	58	20	36	36	73	23	11	5	91	66	47	11	23	92	3	37	19	85	84	
721	538	726	612	733	118	181	45	63	57	123	63	24	15	149	33	64	27	55	263	39	76	20	109	86	
47	106	49	139	73	20	58	20	36	36	73	23	11	5	91	66	47	11	23	92	3	37	19	85	84	
682	706	675	699	644	112	311	85	51	157	254	164	115	80	360	201	139	112	72	295	58	137	61	106	230	
11	21	22	11	9	1	4	0	0	0	4	4	5	1	17	4	1	1	0	8	0	1	0	1	3	
718	791	702	827	708	131	365	105	87	193	323	183	121	84	434	263	185	122	95	379	61	173	80	190	311	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	3	4	8	7	0	1	1	0	0	1	1	1	0	8	2	0	0	0	3	0	1	1	2	2	
136	207	157	149	166	26	42	8	1	28	38	25	11	10	98	18	17	20	5	48	2	14	10	13	28	
91	66	68	98	73	15	47	15	12	21	39	14	13	13	41	24	18	11	11	40	5	19	9	15	37	
461	502	466	543	441	87	268	78	74	140	245	141	91	60	268	217	148	88	78	282	53	133	57	158	235	
6	4	2	3	5	1	2	1	0	0	0	2	1	0	7	2	2	1	0	2	0	3	2	1	1	
13	1	2	12	8	0	2	1	0	2	0	0	2	0	4	0	0	2	1	0	1	3	1	0	5	
5	2	2	7	3	2	3	1	0	1	0	0	1	1	4	0	0	0	0	2	0	0	0	1	3	
4	6	1	7	5	0	0	0	0	1	0	0	1	0	4	0	0	0	0	2	0	0	0	0	0	
