"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	
1067	1285	1339	1585	1583	1991	1151	1070	245	1347	328	1493	733	360	580	901	1150	2012	2116	369	448	
1050	1300	1350	1600	1700	2000	1050	1100	400	1500	360	1460	800	390	600	940	1200	2000	2150	370	460	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
581	799	856	983	1179	1331	596	547	177	843	219	948	477	286	308	470	536	1017	1111	264	372	
59	29	27	20	10	30	136	50	5	50	20	59	55	16	6	47	184	82	143	13	7	
410	472	467	597	511	639	318	503	218	607	121	453	268	88	286	423	480	901	896	93	81	
59	29	27	20	10	30	136	50	5	50	20	59	55	16	6	47	184	82	143	13	7	
581	799	856	983	1179	1331	596	547	177	843	219	948	477	286	308	470	536	1017	1111	264	372	
20	24	33	30	26	40	11	11	5	21	2	23	12	0	6	8	9	17	36	7	9	
620	804	850	973	1163	1321	721	586	177	872	237	984	520	302	308	509	711	1082	1218	270	370	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	3	6	6	11	17	1	1	0	6	0	4	1	0	0	1	4	9	6	3	2	
127	159	170	182	186	283	150	62	34	149	26	203	83	27	41	108	136	245	264	72	29	
75	83	80	98	116	143	67	66	22	114	18	113	70	12	26	56	105	137	133	46	44	
400	540	576	659	802	847	491	449	116	585	191	645	350	261	235	332	459	667	787	136	287	
2	7	9	11	28	10	3	3	1	7	1	7	7	0	4	6	2	8	8	3	5	
8	5	5	6	4	13	4	1	2	5	1	7	3	1	2	5	2	6	9	6	1	
2	4	1	4	7	3	3	2	1	4	0	3	2	1	0	1	1	7	4	2	1	
2	3	3	7	9	5	2	2	1	2	0	2	4	0	0	0	2	3	7	2	1	
