"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №3601"	"УИК №3602"	"УИК №3604"	"УИК №3606"	"УИК №3607"	"УИК №3608"	"УИК №3609"	"УИК №4001"	
1801	2152	2159	2264	2314	1497	2600	1230	2540	2596	1498	2441	2380	2374	1737	2431	2985	1402	1557	2778	2572	2314	2760	2761	2452	2575	2792	2298	647	146	175	127	107	128	103	585	
1600	1500	1500	1550	2000	1000	2000	1000	2000	2000	1000	2000	1650	2000	1500	1650	2000	1000	1050	2000	2000	1600	2000	2000	2000	2000	2000	1650	1000	200	200	500	200	200	200	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1029	1182	1145	1282	1214	713	1316	676	1269	1345	808	1212	1274	1255	998	1474	1626	810	839	1580	1337	1325	1276	1483	1513	1330	1527	1331	366	35	162	123	86	43	100	458	
24	32	33	49	65	21	45	29	51	55	35	43	42	80	37	55	61	33	32	41	76	65	38	49	28	49	43	58	268	103	6	3	0	84	3	0	
547	286	322	219	721	266	639	295	680	600	157	745	334	665	465	121	313	157	179	379	587	210	686	468	459	621	430	261	366	62	32	374	114	73	97	142	
24	32	33	49	65	21	45	29	51	55	35	43	42	80	37	55	61	33	32	41	76	65	38	49	28	49	43	58	268	103	6	3	0	84	3	0	
1022	1180	1142	1279	1211	711	1310	676	1268	1341	807	1212	1273	1255	997	1471	1623	810	837	1580	1333	1324	1275	1482	1513	1329	1526	1331	365	35	162	123	86	43	100	458	
14	23	28	16	18	9	40	14	21	21	16	14	12	12	15	29	22	11	8	21	22	23	16	21	16	26	18	16	6	0	4	2	1	1	2	4	
1032	1189	1147	1312	1258	723	1315	691	1298	1375	826	1241	1303	1323	1019	1497	1662	832	861	1600	1387	1366	1297	1510	1525	1352	1551	1373	627	138	164	124	85	126	101	454	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	18	17	17	17	8	16	9	21	16	9	10	13	25	15	12	16	6	5	21	20	12	10	19	25	15	20	17	4	2	3	1	2	2	2	6	
175	167	148	159	132	87	158	109	174	182	124	155	188	162	135	215	211	99	114	193	170	201	165	215	231	178	246	205	79	26	13	14	10	18	11	67	
38	59	31	49	42	26	53	23	47	36	38	74	80	52	40	57	73	41	39	99	64	46	54	56	81	64	52	64	42	4	6	5	6	7	4	32	
649	741	725	871	798	457	852	428	812	911	525	812	807	900	702	1071	1091	582	564	1080	967	930	903	1032	955	930	1039	967	478	98	126	92	57	91	73	308	
82	94	129	109	135	67	119	60	106	110	66	80	96	84	56	68	133	52	63	81	84	79	74	81	88	69	89	54	8	4	10	6	3	5	3	27	
6	15	7	12	12	8	6	3	15	7	6	8	12	12	6	12	19	7	8	13	6	13	9	11	11	10	9	9	5	1	1	1	1	1	3	3	
18	24	22	36	38	24	33	20	39	34	18	24	25	31	27	24	30	14	16	48	25	28	33	31	39	29	32	13	4	1	0	3	1	2	1	5	
48	71	68	59	84	46	78	39	84	79	40	78	82	57	38	38	89	31	52	65	51	57	49	65	95	57	64	44	7	2	5	2	5	0	4	6	
