"УИК №1101"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	"УИК №1123"	"УИК №1124"	"УИК №1125"	"УИК №1126"	"УИК №1127"	"УИК №1128"	"УИК №1129"	"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1133"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	"УИК №1140"	"УИК №1141"	"УИК №1142"	"УИК №1143"	"УИК №1144"	"УИК №1145"	"УИК №1146"	"УИК №1147"	"УИК №1148"	"УИК №1149"	"УИК №1150"	"УИК №1151"	"УИК №1152"	
2246	1816	883	1010	1656	1391	1744	695	1335	344	588	367	508	98	657	76	459	146	154	416	311	88	367	101	204	447	310	437	326	112	430	507	181	405	185	409	147	246	400	321	742	576	230	192	185	460	159	71	64	174	958	91	
2298	1842	899	1020	1717	1417	1792	707	1364	349	609	364	531	99	650	77	472	129	166	417	324	89	387	95	220	448	310	515	348	115	444	524	182	413	187	443	150	248	419	336	752	605	238	195	192	484	163	65	58	182	900	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1324	935	552	561	997	799	972	382	668	239	386	254	353	59	421	40	297	110	84	317	190	62	275	80	167	298	150	279	182	47	330	294	108	235	115	289	95	152	237	178	464	306	143	102	83	285	105	47	38	137	810	86	
32	30	14	18	28	33	40	21	43	9	45	20	28	5	34	17	21	4	16	20	10	4	22	2	11	22	32	46	43	23	31	79	13	29	8	23	3	12	23	64	27	54	22	14	25	15	6	5	12	6	11	0	
942	877	333	441	692	585	780	304	653	101	178	90	150	35	195	20	154	15	66	80	124	23	90	13	42	128	128	190	123	45	83	151	61	149	64	131	52	84	159	94	261	245	73	79	84	184	52	13	8	39	79	14	
32	30	14	18	28	33	40	21	43	9	45	20	28	5	34	17	21	4	16	20	10	4	22	2	11	22	32	46	43	23	31	79	13	29	8	23	3	12	23	64	27	54	22	14	25	15	6	5	12	6	11	0	
1324	935	552	561	996	799	972	382	668	239	386	254	353	59	421	40	297	110	84	317	190	62	275	80	167	298	150	279	182	47	330	294	108	235	115	289	95	152	237	178	464	306	143	102	83	285	105	47	38	137	810	86	
24	18	4	2	21	14	10	1	12	5	4	5	4	0	8	0	2	0	2	4	1	0	5	1	0	3	3	2	2	0	1	4	1	4	1	3	0	0	3	1	14	6	1	2	0	2	3	0	0	2	7	0	
1332	947	562	577	1003	818	1002	402	699	243	427	269	377	64	447	57	316	114	98	333	199	66	292	81	178	317	179	323	223	70	360	369	120	260	122	309	98	164	257	241	477	354	164	114	108	298	108	52	50	141	814	86	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	11	5	4	5	5	10	4	4	1	2	1	4	0	4	1	1	2	1	0	0	0	3	1	0	1	0	1	1	1	2	2	1	1	3	2	2	1	0	2	3	0	1	3	0	2	0	1	0	2	7	1	
135	91	62	46	105	80	91	34	62	13	41	26	24	1	44	6	15	15	2	14	20	6	44	20	10	20	3	5	19	3	7	39	13	13	16	18	3	16	7	19	43	36	11	12	6	45	19	4	3	1	64	6	
114	76	43	49	72	69	91	23	55	26	33	23	43	14	20	2	16	14	8	25	20	2	15	0	16	23	23	30	35	12	19	28	10	23	12	20	13	7	24	17	52	35	19	5	14	23	4	3	6	10	95	10	
1036	740	437	463	786	641	784	329	560	193	342	213	300	48	373	48	279	80	85	286	153	58	222	60	147	268	148	280	163	51	327	297	93	212	89	263	79	138	223	201	358	272	129	93	87	222	82	43	41	124	610	68	
19	13	6	6	12	6	6	3	6	3	2	1	1	0	2	0	2	2	2	3	3	0	4	0	3	3	2	4	1	0	5	2	2	3	1	2	0	1	1	1	5	1	0	0	0	2	1	0	0	2	17	0	
8	6	6	4	10	7	7	4	7	3	2	4	2	1	1	0	3	0	0	4	2	0	3	0	1	1	2	2	2	2	0	0	1	4	1	2	0	1	2	1	8	5	1	0	0	2	0	1	0	0	6	0	
9	7	2	3	6	7	9	2	3	3	5	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	2	0	2	0	0	0	0	1	5	1	0	0	2	2	0	0	0	11	1	
2	3	1	2	7	3	4	3	2	1	0	1	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	2	0	0	1	0	0	0	7	0	2	1	1	0	0	0	0	2	4	0	
