"УИК №1501"	"УИК №1502"	"УИК №1503"	"УИК №1504"	"УИК №1505"	"УИК №1506"	"УИК №1507"	"УИК №1508"	"УИК №1509"	"УИК №1510"	"УИК №1511"	"УИК №1512"	"УИК №1513"	"УИК №1514"	"УИК №1515"	"УИК №1516"	"УИК №1517"	"УИК №1518"	"УИК №1519"	"УИК №1520"	"УИК №1521"	"УИК №1522"	"УИК №1523"	"УИК №1524"	
2655	2686	2141	1938	2145	186	327	1678	485	2358	1800	695	1110	238	207	158	218	334	2147	2077	2220	2551	1317	1789	
2700	2700	2200	1970	2180	190	330	1700	490	2450	1880	700	1120	240	200	170	220	330	2180	2110	2250	2600	1320	1830	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2344	2493	1980	1736	1970	161	293	1520	346	1104	1611	658	962	234	185	143	181	297	1847	1849	2001	2128	1138	1608	
248	97	113	141	134	18	24	71	29	165	150	22	126	0	12	6	25	15	204	168	135	273	157	156	
108	110	107	93	76	11	13	109	115	1181	119	20	32	6	3	21	14	18	129	93	114	199	25	66	
248	97	113	141	134	18	24	71	29	165	150	22	126	0	12	6	25	15	204	168	135	273	157	156	
2344	2493	1980	1736	1970	161	293	1520	346	1104	1611	658	962	234	185	143	181	297	1847	1849	2001	2128	1138	1608	
0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
2592	2590	2092	1877	2104	179	317	1591	375	1263	1761	680	1088	234	197	149	206	312	2051	2017	2136	2401	1288	1764	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	35	35	1	5	1	1	4	2	3	6	9	9	3	1	1	2	2	2	17	8	5	3	2	
233	177	187	169	180	18	32	142	31	166	133	57	82	7	13	9	14	14	125	123	150	231	91	152	
80	71	72	103	126	6	7	85	17	66	72	35	42	11	9	5	9	22	62	84	110	107	66	59	
2229	2190	1729	1588	1762	150	271	1347	315	1010	1534	559	923	200	170	125	173	259	1824	1752	1820	2023	1093	1514	
17	9	15	4	8	1	1	3	2	7	5	6	10	1	1	1	1	8	11	6	7	5	5	4	
15	48	5	7	12	1	1	2	4	7	7	5	7	2	1	2	3	4	2	10	12	7	2	3	
7	16	8	2	8	1	2	3	2	0	3	7	6	6	1	4	2	1	5	11	15	13	13	5	
6	44	41	3	3	1	2	5	2	4	1	2	9	4	1	2	2	2	20	14	14	10	15	25	
