"УИК №2601"	"УИК №2602"	"УИК №2603"	"УИК №2604"	"УИК №2605"	"УИК №2606"	"УИК №2607"	"УИК №2608"	"УИК №2609"	"УИК №2610"	"УИК №2611"	"УИК №2612"	"УИК №2613"	"УИК №2614"	"УИК №2615"	"УИК №2616"	"УИК №2617"	"УИК №2618"	"УИК №2619"	"УИК №2620"	"УИК №2621"	"УИК №2622"	"УИК №2623"	"УИК №2624"	"УИК №2625"	"УИК №2626"	"УИК №2627"	"УИК №2628"	"УИК №2629"	
294	95	69	678	580	281	141	162	80	419	116	622	481	438	143	553	313	774	262	266	505	194	313	350	733	172	507	1291	572	
303	99	68	670	595	290	144	170	80	423	117	649	488	448	145	565	377	827	267	263	575	202	321	353	780	173	517	1349	588	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
265	86	66	632	539	251	102	158	78	365	101	523	408	395	127	501	276	671	217	241	424	178	292	322	652	144	451	1172	509	
18	6	1	25	35	25	20	4	1	18	0	55	31	18	10	14	9	30	12	2	81	11	20	20	30	28	9	17	43	
20	7	1	13	21	14	22	8	1	40	16	71	49	35	8	50	92	126	38	20	70	13	9	11	98	1	57	160	36	
18	6	1	25	35	25	20	4	1	18	0	55	31	18	10	14	9	30	12	2	81	11	20	20	30	28	9	17	43	
265	86	66	632	539	251	102	158	78	365	101	523	408	395	127	501	276	671	217	241	424	178	292	322	652	144	451	1172	509	
0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	8	0	2	5	1	0	1	0	0	10	0	0	
283	92	67	657	574	276	122	162	79	383	101	575	439	411	137	515	285	693	229	241	500	188	312	341	682	172	450	1189	552	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	3	0	1	3	0	0	0	2	0	3	4	1	
4	16	3	43	32	11	9	7	2	18	4	8	16	12	17	96	11	76	15	20	32	8	5	16	21	16	66	94	21	
2	5	3	2	1	4	0	0	1	16	11	13	19	6	5	63	11	45	11	29	43	4	2	3	13	14	20	12	18	
276	70	61	609	541	259	111	154	75	345	84	545	402	393	114	341	259	558	201	188	412	176	303	320	637	140	353	1066	510	
1	0	0	0	0	0	2	0	0	1	1	5	1	0	1	3	1	9	1	1	4	0	1	2	5	1	4	4	2	
0	0	0	1	0	2	0	0	1	0	0	2	0	0	0	5	1	1	1	1	4	0	0	0	0	1	3	3	0	
0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	2	0	0	0	1	2	0	0	0	1	0	1	1	0	
0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	1	1	0	0	0	0	1	0	3	0	0	5	0	
