"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	
423	1160	413	567	349	321	1020	650	1096	431	995	592	572	686	471	974	1266	1552	1089	1166	
350	1000	350	450	300	250	800	550	950	350	950	450	450	550	350	900	1000	1200	1000	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259	634	195	345	184	183	608	344	542	180	602	372	312	418	259	586	694	990	611	604	
42	193	64	40	17	20	59	123	88	117	14	36	76	36	17	55	52	66	37	66	
49	173	91	65	99	47	133	83	320	53	334	42	62	96	74	259	254	144	352	330	
42	193	64	40	17	20	59	123	88	117	14	36	76	36	17	55	52	66	37	66	
259	634	195	345	184	183	608	344	542	180	602	372	312	417	259	586	694	990	610	604	
3	8	4	4	1	4	4	0	13	3	3	4	4	5	4	11	12	16	8	6	
298	819	255	381	200	199	663	467	617	294	613	404	384	448	272	630	734	1040	639	664	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	3	1	0	0	2	3	5	5	6	0	4	3	1	1	5	4	0	8	
39	79	29	40	20	22	76	46	72	25	66	58	57	54	21	68	96	153	87	64	
20	69	19	25	8	14	33	26	48	23	44	25	24	25	20	34	50	45	31	19	
231	655	196	307	169	157	523	383	473	231	481	308	294	340	213	508	555	774	494	522	
1	7	4	8	1	3	9	4	7	5	4	4	2	13	6	9	12	22	4	21	
2	1	1	0	0	2	10	2	9	1	5	3	2	2	5	3	8	4	4	6	
1	4	1	0	1	0	8	2	3	2	5	1	0	4	2	2	2	15	3	7	
4	3	2	0	1	1	2	1	0	2	2	5	1	7	4	5	6	23	16	17	
