"УИК №1811"	"УИК №1812"	"УИК №1813"	"УИК №1814"	"УИК №1815"	"УИК №1816"	"УИК №1817"	"УИК №1818"	"УИК №1819"	"УИК №1820"	"УИК №1821"	"УИК №1822"	"УИК №1823"	"УИК №1824"	"УИК №1825"	"УИК №1826"	"УИК №1827"	"УИК №1828"	"УИК №1829"	"УИК №1830"	"УИК №1831"	"УИК №1832"	"УИК №1833"	"УИК №1834"	"УИК №1835"	"УИК №1836"	"УИК №1837"	"УИК №1838"	"УИК №1839"	"УИК №1840"	"УИК №1841"	"УИК №1842"	"УИК №1843"	
256	798	524	137	533	98	612	329	333	713	203	264	233	699	476	485	830	501	434	1028	63	688	779	363	245	833	1145	469	400	314	95	804	787	
260	810	530	140	540	100	630	330	330	680	200	270	230	700	490	490	860	510	430	970	100	690	830	360	240	870	1200	480	390	310	90	830	810	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
242	700	479	102	483	88	563	292	289	654	176	244	203	589	442	452	508	433	407	938	63	600	585	308	214	751	1068	428	375	261	79	775	737	
14	60	32	31	35	7	33	27	29	26	17	14	20	79	20	9	274	43	8	32	0	54	60	38	19	25	20	22	15	38	11	2	14	
4	50	19	7	22	5	34	11	12	0	7	12	7	32	28	29	78	34	15	0	37	36	185	14	7	94	112	30	0	11	0	53	59	
14	60	32	31	35	7	33	27	29	26	17	14	20	79	20	9	274	43	8	32	0	54	60	38	19	25	20	22	15	38	11	2	14	
242	700	479	102	483	88	563	292	289	653	176	244	203	589	442	452	508	433	407	938	63	600	585	308	214	751	1068	428	375	261	79	775	737	
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	10	0	0	0	0	0	0	
256	760	511	133	518	95	594	319	318	679	193	258	223	668	462	461	782	476	415	970	63	654	621	345	233	776	1078	450	390	299	90	777	751	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	1	1	1	0	1	1	0	2	1	2	0	1	0	2	0	0	0	5	5	1	1	1	5	0	2	1	0	2	0	
2	20	11	3	10	1	25	5	2	25	7	4	6	23	12	5	10	4	16	25	2	16	147	9	4	10	32	16	10	9	2	11	25	
2	10	7	1	11	1	3	3	1	3	2	2	1	3	10	1	17	11	1	17	1	8	32	5	3	8	12	2	2	1	1	10	10	
249	730	487	129	492	90	560	310	305	645	183	245	213	635	440	451	735	452	396	920	60	621	416	327	221	737	1012	432	375	284	86	738	712	
2	0	0	0	0	0	2	0	5	2	0	1	0	2	0	0	2	2	2	8	0	2	9	1	1	8	8	0	0	1	0	4	2	
0	0	3	0	1	0	1	1	1	1	0	3	0	1	0	1	3	2	0	0	0	0	6	1	3	8	2	0	1	2	1	5	0	
0	0	3	0	1	1	1	0	1	1	0	1	1	2	0	1	5	2	0	0	0	2	3	1	0	3	2	0	0	0	0	4	0	
1	0	0	0	2	1	1	0	2	1	1	0	1	0	0	1	10	1	0	0	0	0	3	0	0	1	5	0	0	1	0	3	2	
