"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №3622"	"УИК №3623"	"УИК №3624"	"УИК №3625"	"УИК №4006"	
2405	2303	2668	2902	2280	2811	2938	2405	4819	2758	2961	2930	2566	2646	2628	1724	2579	2087	2189	1606	123	84	136	325	
1900	1800	2200	2100	1600	2200	2200	1700	4000	2600	2100	2200	1900	1900	1900	1300	1900	1500	1600	1800	150	100	200	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1324	1192	1553	1544	1146	1473	1499	1252	3088	1554	1610	1485	1312	1265	1444	986	1448	1076	1244	1606	95	84	55	262	
55	70	77	72	53	53	45	49	73	33	59	76	45	82	85	54	69	51	31	0	0	0	67	0	
520	538	570	484	401	674	656	399	839	1013	431	639	543	553	371	260	383	373	325	194	55	16	78	88	
55	70	77	72	53	53	45	49	73	33	59	76	45	82	85	54	69	51	31	0	0	0	67	0	
1322	1191	1550	1539	1144	1419	1498	1252	3078	1548	1610	1483	1309	1265	1442	986	1446	1076	1241	1605	95	84	55	262	
11	12	24	24	21	12	22	19	56	41	23	23	14	13	19	18	20	11	15	207	3	0	1	7	
1366	1249	1603	1587	1176	1460	1521	1282	3095	1540	1646	1536	1340	1334	1508	1022	1495	1116	1257	1398	92	84	121	255	
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

18	13	19	15	14	19	19	10	23	23	13	9	22	9	22	16	26	6	13	16	0	0	0	4	
166	142	205	248	164	234	178	174	370	229	214	186	200	189	228	163	203	158	151	85	20	6	13	35	
54	38	60	44	38	41	41	44	126	55	45	49	37	24	51	26	63	35	55	189	4	0	1	21	
951	840	1036	979	697	926	987	802	2168	995	1023	981	883	839	981	685	968	748	848	792	63	70	100	174	
69	98	138	160	135	114	146	122	234	123	168	150	96	111	103	56	105	79	102	241	2	4	5	13	
18	13	9	12	7	13	9	14	4	10	18	10	6	14	7	10	10	11	13	10	1	0	0	2	
28	25	49	38	32	31	49	39	48	33	44	39	37	45	27	17	39	20	25	35	0	0	2	5	
62	80	87	91	89	82	92	77	122	72	121	112	59	103	89	49	81	59	50	30	2	4	0	1	
