"УИК №1374"	"УИК №1375"	"УИК №1376"	"УИК №1377"	"УИК №1378"	"УИК №1379"	"УИК №1380"	"УИК №1381"	"УИК №1382"	"УИК №1383"	"УИК №1384"	"УИК №1385"	"УИК №1386"	"УИК №1387"	"УИК №1388"	"УИК №1389"	"УИК №1390"	"УИК №1391"	"УИК №1392"	"УИК №1393"	"УИК №1394"	"УИК №1395"	
332	262	102	480	1144	212	559	100	520	206	59	1574	1514	1667	1443	576	906	347	257	198	379	473	
450	350	150	650	1300	300	700	150	700	300	100	1850	1700	1850	1700	800	1150	450	300	300	550	650	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
284	232	89	398	798	154	467	14	403	156	0	1005	1066	1148	1044	383	715	286	212	177	333	404	
42	26	10	75	119	49	78	78	45	22	53	214	198	214	215	137	90	47	17	17	43	54	
124	92	51	177	383	97	155	58	252	122	47	631	436	488	441	280	345	117	71	106	174	192	
42	26	10	75	119	49	78	78	45	22	53	214	198	214	215	137	90	47	17	17	43	54	
284	232	89	398	798	154	467	14	403	156	0	1005	1066	1148	1044	383	715	286	212	177	333	404	
0	5	2	8	9	1	8	0	3	0	1	26	21	16	18	8	12	3	7	3	6	0	
326	253	97	465	908	202	537	92	445	178	52	1193	1243	1346	1241	512	793	330	222	191	370	458	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	0	1	6	0	2	1	0	2	1	6	8	4	8	4	5	5	1	2	1	2	
59	83	21	123	252	23	155	41	61	29	5	392	384	372	390	107	279	60	46	29	100	101	
32	25	10	42	87	15	18	5	47	30	0	107	80	110	79	40	53	14	15	19	31	41	
225	139	63	294	538	159	352	43	332	112	46	680	748	832	730	354	445	249	158	137	235	301	
0	0	2	3	8	1	3	1	2	2	0	2	5	9	15	1	4	1	0	2	1	4	
2	3	0	1	6	2	2	0	1	1	0	3	6	8	12	4	5	0	2	2	0	8	
3	1	1	0	7	2	4	1	0	1	0	2	11	10	4	2	0	1	0	0	2	1	
1	1	0	1	4	0	1	0	2	1	0	1	1	1	3	0	2	0	0	0	0	0	
