"УИК №2001"	"УИК №2002"	"УИК №2003"	"УИК №2004"	"УИК №2005"	"УИК №2006"	"УИК №2007"	"УИК №2008"	"УИК №2009"	"УИК №2010"	"УИК №2011"	"УИК №2012"	"УИК №2013"	"УИК №2014"	"УИК №2015"	"УИК №2016"	"УИК №2017"	"УИК №2018"	"УИК №2019"	"УИК №2020"	"УИК №2021"	"УИК №2022"	"УИК №2023"	"УИК №2024"	"УИК №2025"	"УИК №2026"	"УИК №2027"	"УИК №2028"	"УИК №2029"	"УИК №2030"	"УИК №2031"	"УИК №2032"	"УИК №2033"	"УИК №2034"	"УИК №2035"	"УИК №2036"	
2369	2589	2322	2497	292	286	453	318	100	250	534	537	296	322	281	278	324	1220	1434	1050	842	363	432	296	67	685	283	412	243	102	769	263	338	862	793	122	
2365	2565	2310	2490	295	280	430	315	88	235	515	535	285	310	310	250	320	1225	1435	1045	840	360	410	285	62	680	265	400	248	100	760	250	310	860	795	120	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1282	1537	1365	1574	139	140	236	228	49	113	269	295	152	121	161	141	183	699	954	637	515	163	199	194	45	376	138	268	144	51	537	130	86	604	580	87	
259	209	203	130	123	118	173	59	39	120	236	210	118	175	120	105	126	219	218	199	257	175	195	60	15	274	127	103	87	44	159	120	217	174	158	31	
824	819	742	786	33	22	21	28	0	2	10	30	15	14	29	4	11	307	263	209	68	22	16	31	2	30	0	29	17	5	64	0	7	82	57	2	
259	208	203	130	123	118	173	59	39	120	236	210	118	175	120	105	126	219	218	199	257	175	195	60	15	274	127	103	87	44	159	120	217	174	158	31	
1282	1536	1365	1570	139	140	236	228	49	113	269	295	152	121	161	141	183	699	954	637	515	163	199	194	45	376	138	268	144	51	537	130	86	604	580	87	
31	23	27	19	0	0	8	1	0	1	14	3	2	10	0	0	8	9	31	8	0	0	0	5	0	7	0	0	0	0	2	3	20	7	4	0	
1510	1721	1541	1681	262	258	401	286	88	232	491	502	268	286	281	246	301	909	1141	828	772	338	394	249	60	643	265	371	231	95	694	247	283	771	734	118	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	17	10	7	1	0	1	0	0	0	0	1	1	0	0	1	0	3	9	6	0	1	0	1	0	2	0	0	0	0	1	1	0	2	1	0	
190	261	213	361	13	12	20	20	3	9	11	62	5	17	14	19	3	119	114	117	74	15	15	21	0	38	4	25	12	3	34	3	15	26	35	7	
74	71	111	86	10	3	3	1	2	3	7	17	7	3	8	15	2	55	54	57	0	1	4	18	1	7	4	5	4	4	18	7	4	25	20	2	
1198	1326	1162	1177	235	241	372	265	82	218	471	420	252	264	255	210	293	721	952	634	698	319	373	206	59	590	257	339	212	87	636	234	264	711	666	109	
18	14	5	11	2	0	1	0	0	1	1	2	3	1	2	0	3	2	7	5	0	0	0	2	0	3	0	1	0	0	2	2	0	3	2	0	
8	14	25	16	0	1	2	0	1	1	0	0	0	0	2	1	0	6	4	6	0	1	1	0	0	3	0	0	3	0	1	0	0	2	3	0	
7	10	7	10	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	2	3	0	
6	8	8	13	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	4	0	
