"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	
1062	336	1425	284	642	69	400	815	590	1971	1843	1960	793	607	159	659	438	790	1752	1850	479	
1000	340	1400	250	650	69	400	850	600	2000	1900	2000	800	600	150	650	450	800	1800	1900	450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
634	170	764	139	319	39	222	398	311	1083	1014	1059	373	311	75	285	201	498	784	790	227	
22	8	70	10	12	1	26	17	22	41	57	36	30	41	5	20	21	37	44	55	25	
344	162	566	101	319	29	152	435	267	876	829	905	397	248	70	345	228	265	972	1055	198	
22	8	70	10	12	1	26	17	22	41	57	36	30	41	5	20	21	37	44	55	25	
634	170	764	139	319	39	222	398	311	1083	1014	1059	373	311	75	285	201	498	784	790	227	
9	1	19	8	2	1	3	4	6	15	12	12	7	4	1	5	3	11	14	10	1	
647	177	815	141	329	39	245	411	327	1109	1059	1083	396	348	79	300	219	524	814	835	251	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	1	1	0	0	0	2	7	9	1	2	3	1	1	5	1	5	5	2	
90	21	142	28	159	6	26	85	68	242	190	264	109	92	18	58	53	61	227	242	56	
49	7	28	3	6	1	12	10	18	78	98	76	34	17	1	27	22	11	61	53	19	
492	144	618	105	158	30	204	302	234	747	733	724	240	227	56	203	133	444	495	519	164	
4	5	12	1	2	0	3	1	1	6	10	2	4	4	2	2	2	2	8	4	2	
7	0	4	1	1	1	0	5	1	17	6	2	3	1	1	4	1	3	10	8	5	
2	0	6	0	2	1	0	4	1	9	7	9	3	2	0	5	2	1	8	3	3	
3	0	4	2	0	0	0	4	2	3	6	5	1	2	0	0	1	1	0	1	0	
