"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	"УИК №726"	"УИК №727"	"УИК №728"	"УИК №730"	"УИК №731"	"УИК №732"	"УИК №733"	"УИК №734"	"УИК №735"	"УИК №738"	"УИК №740"	"УИК №741"	"УИК №742"	"УИК №743"	"УИК №744"	"УИК №745"	"УИК №746"	"УИК №747"	"УИК №748"	"УИК №751"	"УИК №754"	"УИК №755"	"УИК №756"	"УИК №758"	"УИК №759"	"УИК №760"	"УИК №761"	"УИК №762"	"УИК №763"	
410	96	928	1056	1159	803	1163	856	991	788	893	218	501	151	236	273	249	290	90	225	195	648	458	464	75	729	420	172	59	311	223	84	484	
404	96	923	1024	1185	834	1190	859	885	810	922	227	506	165	248	289	254	287	93	231	195	634	464	478	78	780	448	185	52	316	243	85	505	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
239	59	571	620	606	440	538	412	592	359	416	104	280	75	149	173	163	171	53	128	119	413	249	289	42	441	207	86	46	205	142	46	268	
34	7	42	68	26	20	40	29	30	14	40	15	47	8	12	21	12	27	5	15	9	31	27	49	3	40	46	7	0	27	11	22	16	
131	30	310	336	553	374	612	418	263	437	466	108	179	82	87	95	79	89	35	88	67	190	188	140	33	299	195	92	6	84	90	17	221	
34	7	42	68	26	20	40	29	30	14	40	15	47	8	12	21	12	27	5	15	9	31	27	49	3	40	46	7	0	27	11	22	16	
239	59	571	620	606	440	538	412	592	359	416	104	280	75	149	173	163	171	53	128	119	413	249	289	42	441	207	86	46	205	142	46	268	
4	1	5	2	2	1	9	6	4	4	11	0	2	0	1	1	2	2	0	0	1	4	0	2	0	9	4	0	0	2	0	0	1	
269	65	608	686	630	459	569	435	618	369	445	119	325	83	160	193	173	196	58	143	127	440	276	336	45	472	249	93	46	230	153	68	283	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	1	3	4	1	2	5	1	3	1	1	1	4	1	0	0	0	1	1	1	0	6	1	4	1	4	1	0	0	0	0	3	2	
46	6	121	128	151	139	125	94	126	101	85	34	52	8	19	29	47	14	4	32	10	77	35	119	7	87	31	7	9	40	14	5	35	
29	1	35	27	44	35	51	31	53	39	48	4	23	3	10	42	18	24	3	21	14	42	26	16	6	33	45	21	6	10	15	3	28	
184	56	438	510	424	278	378	306	427	219	303	76	245	70	130	118	107	156	50	88	102	307	212	190	31	340	166	65	31	176	123	57	214	
1	0	5	1	3	2	4	1	3	5	5	2	0	1	1	2	0	1	0	0	0	1	0	2	0	4	1	0	0	2	0	0	1	
4	1	1	5	4	2	4	1	3	2	2	1	0	0	0	0	1	0	0	0	0	5	1	5	0	3	5	0	0	2	0	0	3	
1	0	2	6	3	1	2	1	2	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	
0	0	3	5	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	
