"УИК №2668"	"УИК №2669"	"УИК №2670"	"УИК №2671"	"УИК №2672"	"УИК №2673"	"УИК №2674"	"УИК №2675"	"УИК №2676"	"УИК №2677"	"УИК №2678"	"УИК №2679"	"УИК №2680"	"УИК №2681"	"УИК №2682"	"УИК №2683"	"УИК №2684"	"УИК №2685"	"УИК №2686"	"УИК №2687"	"УИК №2688"	"УИК №2689"	"УИК №2690"	"УИК №2691"	"УИК №2692"	"УИК №2693"	"УИК №2694"	"УИК №2695"	
1043	799	1040	177	476	255	155	485	466	287	456	270	337	555	601	369	353	387	169	273	411	296	76	227	320	108	202	94	
1097	826	1040	185	506	258	159	503	478	298	467	273	339	558	605	376	365	393	171	286	419	307	78	234	334	110	201	96	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
997	761	1018	166	422	248	140	463	438	270	444	268	323	554	573	346	330	352	159	241	404	286	68	222	295	100	193	88	
40	32	15	9	49	1	13	13	24	15	8	0	11	0	23	20	20	33	9	30	4	7	6	3	22	6	6	5	
60	33	7	10	35	9	6	27	16	13	15	5	5	4	9	10	15	8	3	15	11	14	4	9	17	4	2	3	
40	32	15	9	49	1	13	13	24	15	8	0	11	0	23	20	20	33	9	30	4	7	6	3	22	6	6	5	
997	761	1018	166	422	248	140	463	438	270	444	268	323	554	573	346	330	352	159	241	404	286	68	222	295	100	193	88	
51	0	24	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
986	793	1009	175	471	249	153	476	462	283	452	268	334	554	592	366	350	385	168	271	408	293	74	225	317	106	199	93	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	3	14	0	0	0	0	0	0	0	2	0	1	8	4	0	1	0	0	1	3	7	0	0	0	0	0	0	
19	53	31	8	24	16	2	38	41	22	4	16	30	23	28	16	21	10	11	16	34	7	1	16	24	4	11	0	
15	10	25	1	9	1	1	2	2	2	15	6	1	3	7	3	3	0	3	5	1	3	0	3	3	0	3	2	
935	716	910	165	428	232	150	430	416	257	415	246	301	501	538	340	315	375	153	246	368	266	73	203	286	102	185	91	
8	2	5	1	2	0	0	2	2	1	8	0	0	8	3	4	5	0	1	1	2	0	0	1	1	0	0	0	
3	3	5	0	3	0	0	2	0	0	4	0	0	2	2	1	3	0	0	0	0	10	0	0	0	0	0	0	
2	3	4	0	0	0	0	0	0	0	2	0	0	4	2	1	1	0	0	0	0	0	0	1	3	0	0	0	
2	3	15	0	5	0	0	2	1	1	2	0	1	5	8	1	1	0	0	2	0	0	0	1	0	0	0	0	
