"УИК №724"	"УИК №725"	"УИК №726"	"УИК №727"	"УИК №728"	"УИК №729"	"УИК №730"	"УИК №731"	"УИК №732"	"УИК №733"	"УИК №734"	"УИК №735"	"УИК №736"	"УИК №737"	"УИК №738"	"УИК №739"	"УИК №740"	"УИК №741"	"УИК №742"	"УИК №743"	"УИК №744"	
1196	1493	1150	658	1303	908	1067	798	1239	1117	1316	1149	1023	1142	1219	1199	976	1605	1085	1024	1303	
1211	1523	1168	675	1419	924	1064	811	1170	1107	1335	1155	1029	1152	1241	1227	985	1628	1083	1013	1325	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1061	1241	1142	619	1129	847	951	793	1131	1073	1233	1064	973	1049	1106	1062	880	1366	985	902	1187	
43	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
107	282	26	56	281	77	113	18	39	34	102	91	56	103	135	160	105	262	98	111	138	
43	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
1061	1241	1142	619	1129	847	951	793	1131	1073	1233	1064	973	1049	1106	1062	880	1366	985	902	1187	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1104	1241	1142	619	1138	847	951	793	1131	1073	1233	1064	973	1049	1106	1067	880	1366	985	902	1187	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144	110	89	31	115	56	46	77	87	25	121	87	68	46	99	61	34	155	75	76	89	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
945	1109	1018	563	994	770	879	704	1023	997	1089	947	878	989	991	989	830	1179	894	811	1087	
0	0	0	1	2	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
12	21	33	23	25	20	23	11	19	50	21	27	27	13	14	14	14	30	15	13	10	
2	1	2	1	2	1	2	0	1	1	1	3	0	1	1	2	2	1	1	1	1	
