"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	
308	143	216	359	805	632	
408	182	233	409	753	710	
16	0	0	0	12	13	
292	141	212	356	646	485	
0	2	0	0	11	12	
100	39	21	53	84	200	
16	2	0	0	23	25	
292	141	212	356	646	485	
0	1	2	3	6	2	
308	142	210	353	663	508	
0	0	0	0	0	0	
0	0	0	0	0	0	

1	0	0	1	3	2	
17	0	2	5	26	13	
11	3	13	19	37	36	
268	136	189	320	580	452	
6	0	3	3	6	2	
2	0	1	0	5	0	
2	1	2	0	3	1	
1	2	0	5	3	2	
