"УИК №2201"	"УИК №2202"	"УИК №2203"	"УИК №2204"	"УИК №2205"	"УИК №2206"	"УИК №2207"	"УИК №2208"	"УИК №2209"	"УИК №2210"	"УИК №2211"	"УИК №2212"	"УИК №2213"	"УИК №2214"	"УИК №2215"	"УИК №2216"	"УИК №2217"	"УИК №2218"	"УИК №2219"	"УИК №2220"	"УИК №2221"	"УИК №2222"	"УИК №2223"	"УИК №2224"	"УИК №2225"	"УИК №2226"	"УИК №2227"	"УИК №2228"	"УИК №2229"	"УИК №2230"	"УИК №2231"	"УИК №2232"	
248	1706	178	90	406	74	836	1387	417	1308	392	96	55	139	429	256	522	55	649	1053	117	346	139	62	349	91	103	616	329	177	192	1145	
245	1570	177	82	404	73	720	1285	418	1272	391	93	51	132	428	258	480	56	610	930	115	342	140	66	347	91	100	570	328	174	195	1050	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
149	915	89	48	187	40	463	862	239	708	309	70	36	107	281	165	223	37	350	596	53	274	116	51	189	50	61	332	193	93	107	696	
7	33	13	5	22	0	31	37	12	18	29	2	0	0	30	11	52	0	55	37	4	11	0	0	16	0	2	23	13	4	7	47	
89	622	75	29	195	33	226	386	167	546	53	21	15	25	117	82	205	19	205	297	58	57	24	15	142	41	37	215	122	77	81	307	
7	33	13	5	22	0	31	37	12	18	29	2	0	0	30	11	52	0	55	37	4	11	0	0	16	0	2	23	13	4	7	47	
149	915	89	48	187	40	463	862	239	708	309	70	36	107	281	165	223	37	350	596	53	274	116	51	189	50	61	332	193	93	107	696	
1	19	1	0	2	0	14	18	5	14	2	0	0	0	1	2	11	0	4	15	0	5	1	0	4	0	1	2	0	1	2	9	
155	929	101	53	207	40	480	881	246	712	336	72	36	107	310	174	264	37	401	618	57	280	115	51	201	50	62	353	206	96	112	734	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	8	0	0	1	0	2	7	1	8	3	1	0	2	2	1	1	0	4	6	0	0	0	0	0	0	0	3	0	0	0	7	
32	227	20	4	17	14	87	165	37	98	21	7	1	11	44	12	33	0	30	101	5	35	13	7	7	12	4	88	36	7	4	146	
20	82	15	11	26	5	54	88	20	97	22	8	4	9	31	14	22	2	58	69	3	18	8	10	16	4	5	33	19	8	7	59	
100	599	65	37	160	21	331	600	181	493	282	55	31	84	228	145	202	35	304	422	49	221	94	31	176	32	51	224	148	81	100	506	
1	6	1	0	0	0	3	6	1	4	1	0	0	0	1	0	2	0	0	4	0	2	0	1	0	0	1	5	1	0	0	4	
0	4	0	0	0	0	0	7	2	5	6	0	0	1	1	0	2	0	2	7	0	2	0	2	2	1	1	0	2	0	0	7	
0	2	0	1	1	0	2	4	2	4	0	1	0	0	2	0	2	0	2	4	0	1	0	0	0	1	0	0	0	0	1	2	
0	1	0	0	2	0	1	4	2	3	1	0	0	0	1	2	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	3	
