"УИК №94"	"УИК №95"	"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	
1047	928	1151	929	816	705	1049	1137	373	398	150	431	533	170	61	327	96	394	115	72	136	75	993	516	363	317	444	265	224	212	213	335	333	171	153	517	182	580	327	250	164	106	
1000	950	1000	900	800	650	1000	1000	360	380	160	400	500	170	60	330	100	370	118	68	130	67	1000	500	370	320	400	250	220	200	200	330	347	170	155	475	186	580	320	250	170	110	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
644	425	616	464	425	411	501	531	191	250	98	283	324	100	36	234	65	239	82	51	91	44	431	325	160	190	261	166	123	148	90	204	183	96	99	334	88	388	170	138	93	69	
74	56	93	49	53	35	80	56	29	34	26	39	30	20	13	35	21	47	15	10	19	13	109	55	51	60	50	21	24	27	25	44	35	22	8	54	30	97	28	34	14	15	
282	469	291	387	322	204	419	413	140	96	36	78	146	50	11	61	14	84	21	7	20	10	460	120	159	70	89	63	73	25	85	82	129	52	48	87	68	95	122	78	63	26	
74	56	93	49	53	35	81	56	29	34	26	39	30	20	13	35	21	47	15	10	19	13	109	55	51	60	50	21	24	27	25	44	35	22	8	54	30	97	28	34	14	15	
644	425	616	464	425	411	500	531	191	250	98	283	324	100	36	234	65	239	82	51	91	44	431	325	160	190	261	166	123	148	90	204	183	96	99	334	88	388	170	138	93	69	
11	3	10	10	1	3	26	3	1	1	0	3	2	0	1	5	0	2	0	1	1	0	8	1	1	1	1	1	0	2	1	1	1	0	0	0	0	0	2	1	3	2	
707	478	699	503	477	443	555	584	219	283	124	319	352	120	48	264	86	284	97	60	109	57	532	379	210	249	310	186	147	173	114	247	217	118	107	388	118	485	196	171	104	82	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	3	4	1	3	1	1	0	1	2	0	0	0	0	0	1	0	1	1	0	0	0	4	4	1	1	2	2	0	0	2	1	3	0	1	3	0	1	0	0	0	0	
78	125	114	97	111	83	100	112	31	36	6	23	33	5	0	27	9	21	0	4	14	5	132	23	32	12	59	37	21	9	19	31	23	8	9	27	7	41	31	17	11	1	
38	33	32	28	36	28	24	29	9	17	6	11	17	2	3	8	3	20	2	5	8	3	40	27	23	9	12	11	12	14	10	15	9	8	2	10	3	25	6	18	9	1	
584	301	543	370	321	326	419	430	178	223	110	279	299	112	44	226	73	240	93	50	85	49	348	318	150	225	235	134	111	149	81	197	178	100	95	345	101	412	154	135	83	78	
0	7	0	4	1	0	1	6	0	1	1	5	1	0	1	2	0	2	0	0	1	0	2	3	0	0	1	1	1	0	0	0	0	1	0	1	2	3	2	0	0	2	
5	2	1	2	4	1	6	2	0	2	0	0	2	1	0	0	1	0	1	1	0	0	3	2	0	2	0	0	2	1	1	0	3	0	0	0	2	2	2	1	1	0	
2	3	4	0	0	3	4	3	0	1	1	1	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	1	0	0	1	3	1	1	0	1	1	1	1	0	0	0	
0	4	1	1	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	
