"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	
71	75	165	264	291	191	987	709	977	1079	836	1088	135	410	451	154	55	208	169	164	
77	76	171	269	300	213	1032	730	1025	1123	888	1142	143	405	495	163	59	219	170	167	
0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	
40	49	123	186	161	148	615	427	558	676	516	646	81	265	259	103	34	90	125	116	
17	17	19	27	53	11	93	85	86	56	107	70	37	61	135	27	4	78	22	32	
20	10	29	56	86	54	324	218	381	391	265	426	15	79	101	33	21	51	23	19	
17	17	19	27	53	11	93	85	86	56	107	70	47	61	135	27	4	78	22	32	
40	49	123	186	161	148	615	427	557	676	516	646	81	265	259	103	34	90	125	116	
0	0	0	2	1	2	8	4	6	12	9	16	0	5	2	4	0	1	0	0	
57	66	142	211	213	157	700	508	637	720	614	700	128	321	392	126	38	167	147	148	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	0	1	0	6	2	4	2	2	1	0	1	5	0	0	19	0	0	
12	5	18	21	38	35	175	103	121	158	123	143	12	39	49	23	5	18	22	13	
6	7	28	24	23	15	81	76	72	77	99	86	22	35	37	14	2	11	20	9	
37	53	95	160	145	99	420	319	428	469	372	454	88	239	290	88	31	119	104	125	
1	0	0	1	2	3	6	4	7	10	10	5	2	3	5	0	0	0	1	1	
0	0	1	2	3	2	9	1	3	4	4	8	3	1	3	1	0	0	0	0	
1	0	0	3	0	0	3	3	1	0	3	2	0	1	1	0	0	0	0	0	
0	0	0	0	1	3	0	0	1	0	1	1	1	2	2	0	0	0	0	0	
