"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	
2165	952	738	1765	2208	254	73	635	431	1877	435	56	67	228	64	540	58	19	50	75	421	
2194	944	735	1787	2248	255	73	647	439	1902	398	59	73	238	63	559	60	20	51	77	428	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2018	925	612	1723	2081	209	63	617	412	1840	359	48	61	202	53	529	52	17	48	66	372	
10	0	0	11	24	7	0	5	5	0	11	3	6	0	0	0	0	0	0	0	10	
166	19	123	53	143	39	10	25	22	62	28	8	6	36	10	30	8	3	3	11	46	
10	0	0	11	24	7	0	5	5	0	11	3	6	0	0	0	0	0	0	0	10	
2018	925	612	1723	2081	209	61	617	412	1840	359	48	61	202	53	529	52	17	48	66	372	
0	2	9	0	5	0	0	6	0	0	0	0	4	1	0	0	0	0	1	0	0	
2028	923	603	1734	2100	216	61	616	417	1840	370	51	63	201	53	529	52	17	47	66	382	
0	2	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	
0	2	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	

7	0	2	5	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	
78	40	20	74	70	17	7	28	11	72	13	6	7	5	5	20	6	2	2	2	25	
0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	
1920	869	576	1630	2012	196	54	582	398	1750	347	43	56	195	47	503	45	15	45	64	351	
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	
8	4	1	10	8	0	0	0	2	8	0	0	0	0	0	3	0	0	0	0	1	
15	10	4	15	10	1	0	3	0	10	0	2	0	1	1	3	1	0	0	0	1	
