"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	"УИК №1021"	"УИК №1022"	"УИК №1023"	"УИК №1024"	"УИК №1025"	"УИК №1026"	"УИК №1027"	"УИК №1028"	"УИК №1029"	"УИК №1030"	"УИК №1031"	"УИК №1032"	"УИК №1033"	"УИК №1034"	
511	1157	1409	525	142	202	205	40	149	373	86	213	43	296	411	632	73	161	140	33	43	432	110	162	83	219	269	49	83	83	47	764	294	329	
520	1140	1410	560	150	220	220	40	160	380	90	220	150	330	450	650	70	170	140	30	43	440	110	160	80	230	280	50	80	80	50	740	300	340	
0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
279	599	698	255	75	133	140	30	109	234	37	147	4	210	250	362	49	93	75	21	36	236	64	94	45	141	162	37	47	63	34	427	159	176	
20	56	139	10	0	19	13	0	14	22	9	7	0	13	33	19	3	15	11	0	1	22	6	9	8	13	6	0	4	6	2	38	24	25	
221	485	573	295	75	68	67	10	37	124	44	66	111	107	167	269	18	62	54	9	6	182	40	57	27	76	112	13	29	11	14	275	117	139	
20	56	139	10	0	19	13	0	14	22	9	7	35	13	33	19	3	15	11	0	1	22	6	9	8	13	6	0	4	6	2	38	24	25	
279	599	698	255	75	133	140	30	109	234	37	147	4	210	250	362	49	93	75	21	36	236	64	94	45	141	162	37	47	63	34	427	159	176	
9	7	18	3	1	1	0	1	0	4	0	2	0	19	6	3	1	1	0	0	0	5	0	2	1	5	1	0	1	0	0	5	4	3	
290	648	819	262	74	151	153	29	123	252	46	152	39	204	277	378	51	107	86	21	37	253	70	101	52	149	167	37	50	69	36	460	179	198	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	3	6	0	1	1	0	0	2	0	0	2	0	3	2	0	0	1	1	0	0	0	0	0	0	2	6	0	0	0	0	2	1	3	
40	93	158	53	23	6	6	5	13	7	3	14	4	8	38	58	0	19	4	1	0	23	4	5	1	9	16	1	7	5	3	97	34	48	
25	62	63	30	7	22	15	1	14	16	3	9	8	15	32	33	5	13	7	0	6	21	6	17	7	9	9	7	7	3	7	65	21	29	
217	476	567	175	42	120	130	23	90	221	37	123	25	169	200	278	46	72	73	20	31	204	60	79	44	126	129	29	36	60	26	285	123	113	
2	4	11	3	0	1	1	0	2	1	2	2	1	4	0	3	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	6	0	3	
1	5	6	1	0	1	1	0	1	6	1	1	1	0	0	1	0	2	0	0	0	2	0	0	0	2	5	0	0	0	0	2	0	1	
0	3	2	0	1	0	0	0	1	1	0	1	0	5	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	
1	2	6	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	
