"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	
307	276	231	136	608	338	210	169	500	206	186	193	158	366	1649	1782	268	260	293	369	277	143	
310	280	236	132	600	330	202	172	492	204	190	190	152	378	1682	1820	268	266	296	390	280	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171	152	126	97	371	241	118	125	323	148	148	117	104	185	1103	1036	205	204	173	234	184	111	
109	71	76	28	127	60	64	33	97	32	32	48	45	103	111	122	50	45	98	91	77	19	
30	57	34	7	102	29	20	14	72	24	10	25	3	90	468	662	13	17	25	65	19	0	
109	71	76	28	127	60	64	33	97	32	32	48	45	103	111	122	50	45	98	91	77	19	
171	152	126	97	371	241	118	125	323	148	148	117	104	185	1103	1036	205	204	173	234	184	111	
0	1	0	0	4	0	0	0	5	0	0	0	0	0	13	30	0	0	3	3	2	0	
280	222	202	125	494	301	182	158	415	180	180	165	149	288	1201	1128	255	249	268	322	259	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	0	0	1	0	0	1	0	0	2	0	2	4	10	0	1	2	1	1	1	
8	11	11	14	73	10	12	7	25	11	17	8	5	30	151	181	13	6	37	22	13	4	
6	16	15	8	36	17	6	6	18	19	9	8	10	9	111	97	6	4	18	17	22	4	
264	193	172	103	377	270	163	145	369	150	152	147	134	246	901	818	232	233	208	280	222	121	
1	1	1	0	4	0	0	0	1	0	1	0	0	0	14	3	1	3	0	0	1	0	
0	1	1	0	3	2	0	0	1	0	1	0	0	1	13	10	2	0	2	1	0	0	
0	0	1	0	1	1	0	0	0	0	0	0	0	0	4	6	1	1	0	1	0	0	
1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	1	1	0	0	0	
