"УИК №2901"	"УИК №2902"	"УИК №2903"	"УИК №2904"	"УИК №2905"	"УИК №2906"	"УИК №2907"	"УИК №2908"	"УИК №2909"	"УИК №2910"	"УИК №2911"	"УИК №2912"	"УИК №2913"	"УИК №2914"	"УИК №2915"	"УИК №2916"	"УИК №2917"	"УИК №2918"	"УИК №2919"	"УИК №2920"	"УИК №2921"	"УИК №2922"	"УИК №2923"	"УИК №2924"	"УИК №2925"	"УИК №2926"	"УИК №2927"	"УИК №2928"	
1106	1066	977	1163	1097	1153	1026	869	356	850	154	528	541	176	539	1913	414	90	407	160	168	464	205	799	341	79	380	86	
1090	1060	1020	1180	1100	1140	1010	850	350	830	150	540	540	160	520	2100	400	90	390	160	160	450	200	780	340	70	340	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
723	728	648	683	587	597	563	461	212	428	89	259	283	96	283	1353	231	66	235	101	120	264	94	457	218	55	216	47	
22	32	18	54	21	29	35	55	10	22	4	20	46	3	26	50	16	0	6	13	8	24	31	29	21	5	17	6	
345	300	354	443	492	514	412	334	128	380	57	261	211	61	211	697	153	24	149	46	32	162	75	294	101	10	107	27	
22	32	18	54	21	29	35	55	10	22	4	20	46	3	26	50	16	0	6	13	8	24	31	29	21	5	17	6	
723	728	648	683	587	597	563	461	212	428	89	259	283	96	283	1353	231	66	235	101	120	264	94	457	218	55	216	47	
9	5	12	14	7	8	13	11	3	5	1	3	3	0	5	18	5	1	4	0	2	3	1	8	1	1	4	0	
736	755	654	723	601	618	585	505	219	445	92	276	326	99	304	1385	242	65	237	114	126	285	124	478	238	59	229	53	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	3	1	5	2	3	5	4	6	1	2	3	0	0	3	6	1	0	2	0	1	2	0	2	1	1	0	0	
156	154	121	181	117	131	124	108	30	78	14	33	22	10	61	146	21	6	52	10	23	32	11	52	11	2	25	3	
60	64	37	56	40	52	60	41	20	42	13	19	16	11	28	141	22	10	25	13	8	10	7	39	22	3	20	14	
490	514	480	461	428	417	385	336	154	313	61	218	281	76	206	1043	190	48	154	91	93	233	105	379	203	52	180	35	
11	6	5	11	4	4	3	6	2	5	1	2	3	1	3	31	3	1	3	0	0	2	0	2	0	0	2	1	
6	3	4	2	3	8	4	5	1	2	0	0	1	0	1	5	1	0	0	0	1	3	0	2	1	0	0	0	
5	4	3	4	5	2	2	4	2	1	1	1	1	1	2	5	2	0	0	0	0	1	0	1	0	1	1	0	
4	7	3	3	2	1	2	1	4	3	0	0	2	0	0	8	2	0	1	0	0	2	1	1	0	0	1	0	
