"УИК №461"	"УИК №462"	"УИК №463"	"УИК №464"	"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №3417"	
2951	3003	2799	2861	2808	2226	2657	2089	3224	2422	2788	2559	2418	2563	2807	2929	3150	1732	1815	502	
2200	2400	2000	2100	2000	1600	1900	1500	2600	1800	2100	1800	1900	1900	2200	2000	2250	1200	1500	450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1695	1693	1734	1789	1649	1345	1557	1279	2408	1409	1456	1401	1274	1317	1673	1703	2017	957	808	322	
39	40	56	53	47	29	96	29	45	25	53	78	3	8	25	16	67	77	7	10	
466	667	210	258	304	226	247	192	147	366	591	321	623	575	502	281	166	166	685	118	
39	40	56	53	47	29	96	29	45	25	53	78	3	8	25	16	67	77	7	10	
1695	1692	1733	1784	1649	1344	1552	1278	2407	1406	1455	1398	1272	1310	1672	1701	2013	957	806	322	
24	33	33	27	29	30	34	26	52	66	128	40	36	48	56	27	53	22	5	7	
1710	1699	1756	1810	1667	1343	1614	1281	2400	1365	1380	1436	1239	1270	1641	1690	2027	1012	808	325	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

24	15	22	13	15	17	20	19	18	22	12	21	12	8	19	14	14	8	9	1	
214	211	270	250	185	193	239	159	270	202	164	211	151	163	231	221	276	141	118	49	
89	85	66	86	77	63	81	66	76	55	50	48	22	21	64	46	96	41	37	16	
1205	1207	1221	1287	1215	895	1094	883	1803	872	951	932	799	827	1089	1159	1437	702	516	203	
67	75	69	59	82	78	77	62	96	93	112	104	132	124	115	129	91	46	75	24	
11	14	7	10	16	9	12	9	21	11	5	12	4	2	7	6	11	11	7	3	
32	34	38	42	24	27	32	22	47	31	31	28	54	52	38	50	38	21	18	5	
68	58	63	63	53	61	59	61	69	79	55	80	65	73	78	65	64	42	28	24	
