"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	
1934	2058	2062	2066	2154	1967	1974	991	2331	2234	2249	536	2280	2005	2035	1891	1957	1904	
1700	1800	1800	1900	1900	1800	1800	950	2100	2000	2000	800	2200	1800	1700	1800	1900	1700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1282	1637	1297	1246	1209	1612	922	825	1316	1253	1857	536	1831	1722	1638	1051	1723	1584	
150	103	40	49	202	118	157	50	63	72	75	0	227	60	54	53	57	100	
268	60	463	605	489	70	721	75	721	675	68	264	142	18	8	696	120	16	
150	103	40	49	202	118	157	50	63	72	75	0	227	60	54	53	57	100	
1282	1637	1295	1246	1209	1612	922	825	1316	1253	1857	536	1831	1722	1638	1051	1723	1584	
27	25	18	32	25	10	3	4	22	16	19	1	14	10	0	29	7	8	
1405	1715	1317	1263	1386	1720	1076	871	1357	1309	1913	535	2044	1772	1692	1075	1773	1676	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	0	20	9	4	14	2	2	8	15	4	0	10	5	9	4	17	8	
159	91	156	181	179	139	9	33	165	182	155	9	93	90	64	147	81	74	
120	123	113	141	158	85	38	75	137	135	140	74	173	137	125	110	127	123	
1064	1444	949	866	968	1459	1012	728	987	911	1563	437	1690	1487	1431	773	1460	1408	
16	29	29	20	36	3	2	2	25	20	26	4	6	3	2	24	21	6	
6	9	13	18	13	8	4	15	11	15	10	4	39	26	31	4	11	36	
11	7	17	17	10	8	3	8	12	17	11	3	20	10	12	6	19	7	
13	12	20	11	18	4	6	8	12	14	4	4	13	14	18	7	37	14	
