"УИК №781"	"УИК №782"	"УИК №783"	"УИК №784"	"УИК №785"	"УИК №786"	"УИК №787"	"УИК №788"	"УИК №789"	"УИК №790"	"УИК №791"	"УИК №792"	"УИК №793"	"УИК №794"	"УИК №795"	"УИК №796"	"УИК №797"	"УИК №798"	"УИК №799"	"УИК №800"	"УИК №801"	"УИК №802"	
1612	1779	682	1170	1184	1596	1903	1310	2613	1112	1600	1655	2290	1390	1656	2322	2262	2000	1781	2103	1978	2055	
1600	1750	700	1200	1150	1600	1850	1300	2650	1100	1650	1650	2300	1400	1700	2300	2200	2000	1800	2100	2000	2100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1402	1638	620	1019	854	1438	1718	1178	2368	974	1530	1496	1919	1210	1427	2073	1931	1768	1553	1859	1717	1703	
162	106	15	81	245	30	32	36	80	27	40	43	122	56	63	70	172	51	49	46	59	70	
36	6	65	100	51	132	100	86	202	99	80	111	259	134	210	157	97	181	198	195	224	327	
162	106	15	81	245	30	32	36	80	27	40	43	122	56	63	70	172	51	49	46	59	70	
1402	1638	620	1019	854	1438	1718	1178	2368	974	1530	1496	1919	1210	1427	2073	1931	1768	1553	1859	1717	1703	
0	0	8	0	0	0	0	0	0	0	0	3	0	12	0	0	3	8	0	4	0	3	
1564	1744	627	1100	1099	1468	1750	1214	2448	1001	1570	1536	2041	1254	1490	2143	2100	1811	1602	1901	1776	1770	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	0	3	3	0	0	5	0	2	2	0	9	12	0	0	5	0	0	5	0	7	
16	9	9	28	27	35	40	30	83	19	25	30	46	105	58	74	49	18	38	38	38	36	
56	21	18	36	31	44	49	39	51	29	30	45	60	87	30	54	62	90	39	51	52	49	
1473	1709	586	1023	1027	1369	1659	1122	2290	931	1497	1445	1904	1036	1392	2002	1960	1681	1490	1782	1646	1639	
0	0	0	0	0	0	0	10	0	0	0	1	10	1	8	0	3	0	0	5	8	4	
5	0	0	0	8	5	0	0	0	5	3	3	4	5	1	4	10	0	15	4	20	9	
6	1	5	0	0	10	0	5	10	0	5	5	4	6	1	0	1	5	5	5	7	14	
5	3	9	10	3	5	2	3	14	15	8	7	4	2	0	9	10	17	15	11	5	12	
