"УИК №1101"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	
381	586	1204	1194	1718	236	379	280	190	162	138	264	425	218	178	117	78	138	98	55	73	126	
335	485	1000	1020	1450	200	300	245	175	145	130	235	365	180	150	110	70	115	95	55	55	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203	307	643	684	1014	129	216	168	126	93	78	108	237	137	81	67	48	63	52	40	42	71	
60	58	66	91	79	30	36	10	21	32	28	81	55	22	53	19	7	43	29	6	10	16	
72	120	291	245	357	41	48	67	28	20	24	46	73	21	16	24	15	9	14	9	3	13	
60	58	66	91	79	30	36	10	21	32	28	81	55	22	53	19	7	43	29	6	10	16	
203	307	643	684	1013	129	216	168	126	93	78	108	237	137	81	67	48	63	52	40	42	71	
1	3	13	13	15	2	2	1	1	0	2	2	1	0	2	1	1	1	0	0	0	0	
262	362	696	762	1077	157	250	177	146	125	104	187	291	159	132	85	54	105	81	46	52	87	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	3	7	10	1	2	1	1	3	1	1	1	0	0	0	0	0	0	0	1	0	
17	55	118	155	158	26	22	6	8	8	3	10	24	7	7	1	2	6	1	3	9	3	
23	23	82	57	83	34	31	15	14	9	15	15	24	9	14	9	6	12	11	2	7	15	
218	272	474	524	783	93	188	149	121	102	82	155	235	141	110	73	46	85	65	39	34	68	
1	3	7	8	11	3	2	3	2	2	1	2	4	1	1	0	0	0	4	0	1	0	
2	6	5	4	15	0	4	2	0	0	0	2	2	0	0	0	0	2	0	0	0	1	
1	0	3	5	8	0	0	0	0	1	2	0	1	1	0	0	0	0	0	2	0	0	
0	2	4	2	9	0	1	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	
